X,avg_log2FC,pct.1,pct.2,p_val_adj
Platr21,-0.265126975,0.002,0.003,1
Ucp1,2.868772054,0.03,0.004,0.002785836
Mad2l1bp,-0.400389823,0.025,0.037,1
Rnf157,-0.376456407,0.857,0.95,2.06732E-16
Hist1h3d,1.748675607,0.01,0.001,1
Pnlip,-0.539091327,0,0.002,1
Ppp6r2,0.931258962,0.933,0.838,1.29891E-78
Osbpl10,-0.122317383,0.724,0.836,0.109227694
Flt4,-0.551545484,0.008,0.011,1
Nup93,1.363833023,0.946,0.88,1.4507E-133
Casc1,0.525929561,0.057,0.052,1
Ccnf,0.375290291,0.105,0.091,1
Zswim2,-0.44353829,0.001,0.004,1
Catip,0.671263265,0.031,0.023,1
Sorcs2,0.798552257,0.87,0.883,5.60088E-11
Sema4c,0.268216749,0.013,0.018,1
Hecw1,0.300663597,0.963,0.976,2.18834E-10
Ksr2,0.18886257,0.959,0.975,1
Rps25,0.387554175,0.094,0.093,1
Ufm1,0.201191555,0.105,0.108,1
Ppm1e,0.26882502,0.994,0.999,2.43536E-06
Tfip11,-0.322577383,0.06,0.088,1
Mtmr11,2.990833329,0.047,0.006,9.67004E-07
Smoc1,0.405762485,0.071,0.06,1
Sox5os4,0.26150925,0.681,0.759,1
Rsph6a,-0.519226114,0.006,0.008,1
Cabcoco1,1.289022772,0.082,0.045,1
Eno3,0.759846616,0.035,0.03,1
Nipsnap3b,0.381881903,0.054,0.044,1
Nmt1,0.579810965,0.646,0.569,1.0149E-06
Ube2q1,0.210878169,0.177,0.171,1
Gnrh1,0.474158981,0.02,0.013,1
Lrrc75b,1.562846743,0.018,0.008,1
Bcl7c,0.891707256,0.245,0.155,0.00120845
Smarcal1,1.047229264,0.348,0.217,1.02459E-09
S100a7a,1.307261289,0.005,0.001,1
Mtx3,-0.511458348,0.165,0.238,0.95831837
Septin14,0,0,0,1
Zp3r,-0.206161895,0.028,0.042,1
Sdhaf3,0.477450187,0.452,0.391,1
Ushbp1,-1.067573004,0.013,0.038,1
Zfp275,0.030096955,0.02,0.025,1
Pzp,-1.438083655,0.052,0.149,5.23502E-08
Resp18,0.497410584,0.164,0.134,1
Cox17,-0.026041544,0.155,0.166,1
Tsc22d2,0.885363145,0.789,0.696,5.80583E-32
Cenpn,1.283083041,0.081,0.04,0.739503057
Clstn1,0.024398363,0.781,0.849,1
Zbtb16,-0.554384429,0.87,0.969,3.75896E-42
Ambra1,0.37463189,0.947,0.943,2.26355E-20
Ctla4,-1.434630686,0.011,0.033,1
Wdfy4,0.499161908,0.029,0.022,1
Wdr24,-1.019115464,0.018,0.047,1
Rgs3,-1.284200934,0.001,0.01,1
Tspan4,3.457546317,0.171,0.023,1.25495E-32
Acly,0.845428415,0.307,0.234,0.129482445
Dhcr24,-0.971462574,0.098,0.187,0.0002316
Map10,0.053777555,0.008,0.009,1
Rab11fip4,0.127985182,0.81,0.852,1
Zdhhc14,0.879569632,0.81,0.795,4.89101E-21
Gzmk,-1.443692977,0.012,0.041,1
Ankrd9,-1.577820918,0.063,0.179,1.03617E-10
Lrriq3,0.591426885,0.078,0.062,1
Tollip,0.716035811,0.333,0.246,0.00620541
Mlx,-0.084311463,0.089,0.119,1
Map7d1,1.863755464,0.735,0.42,3.64523E-84
Pip5k1bos,-1.344019706,0.02,0.065,0.053614977
Trappc2,-0.711631529,0.107,0.166,1
C78334,-1.221734201,0.023,0.048,1
Pcdhb12,1.100578121,0.019,0.009,1
Fbxo31,0.631111518,0.549,0.445,1.63663E-06
Poteg,0.088750663,0.001,0.003,1
Ndst4,-1.417861717,0.043,0.12,3.6356E-05
Prr14l,0.321835547,0.799,0.781,0.006314313
Enpp3,-0.165994392,0.011,0.015,1
Proser2,1.336667193,0.02,0.01,1
Adam33,1.902987904,0.022,0.006,1
Mrps11,-0.280450632,0.063,0.091,1
Kif3b,1.215735379,0.857,0.654,1.15405E-81
Rad54b,0.987216378,0.052,0.03,1
Rad52,0.73425399,0.437,0.358,0.001456354
Dcdc2c,-0.309759697,0.07,0.094,1
Gpn2,0.442835877,0.058,0.044,1
Kctd8,0.465047096,0.208,0.203,1
Prph2,0.811871035,0.006,0.002,1
Wdr90,-0.924752372,0.133,0.283,1.01232E-11
Zfp513,-0.088233107,0.129,0.162,1
Rere,0.561570771,0.982,0.986,7.28153E-72
Eri3,0.877574974,0.784,0.645,4.96278E-36
Rplp0,0.363461928,0.053,0.066,1
Rora,0.610909248,0.986,0.982,6.85837E-38
Cstad,-0.363298216,0.039,0.065,1
Arpc1b,1.206918719,0.42,0.217,1.94584E-22
Elavl3,0.852829239,0.971,0.947,3.19061E-77
Abcc6,3.338029536,0.064,0.008,2.81225E-10
Ube2z,0.840003814,0.255,0.168,0.003653324
B4galt2,-0.161161043,0.094,0.102,1
Fbxw11,0.752153454,0.828,0.76,9.20292E-32
Ano2,-0.45656766,0.01,0.013,1
Aox1,0.982406772,0.031,0.018,1
Rtbdn,-0.425332764,0.086,0.147,0.884376923
Adad2,0.433498169,0.001,0.001,1
Eps15l1,0.260826265,0.778,0.764,1
Praf2,-1.07349601,0.039,0.074,1
Opn3,-2.093932348,0.059,0.244,1.90968E-24
Ambn,-0.825744539,0,0.002,1
Arpc1a,-0.178563135,0.666,0.749,0.517608162
Hey2,-1.631570412,0.007,0.032,1
Tgfbi,3.584994941,0.02,0.001,0.045878693
Ncam1,0.507280333,0.946,0.972,7.74946E-18
Ctns,0.896023822,0.394,0.282,4.60852E-06
Rptor,0.763691925,0.906,0.842,6.79289E-42
Fbxl20,0.484062069,0.894,0.863,1.75478E-18
Incenp,-0.161082264,0.112,0.152,1
Dbf4,1.436138797,0.058,0.026,1
Cdc20b,0,0,0,1
Susd2,-1.156198976,0.012,0.042,1
Has3,-0.548025338,0.028,0.038,1
Tbx22,-1.431649111,0,0.005,1
Tmem63b,-0.033616739,0.705,0.77,1
Taf10,-0.380724671,0.061,0.09,1
Tmprss6,-0.689793335,0.001,0.004,1
Cmtr2,-0.024002063,0.03,0.029,1
Shd,0.788950934,0.065,0.042,1
Suv39h1,-0.565938064,0.031,0.057,1
Mrm2,-0.433491607,0.076,0.092,1
Drg1,-0.554273405,0.694,0.853,7.51283E-23
Bhlha9,0.02856189,0.002,0.006,1
Cyp11a1,-1.429728125,0.055,0.156,2.06444E-08
