X,SCI,IC
Smim4,-0.06558479,-0.334159757
Ddx47,-0.031569478,-0.33384121
Agfg2,-0.033386942,-0.333227295
Ina,0.089291194,-0.331778508
Enc1,0.166980032,-0.330003424
Srebf2,-0.0562052,-0.329471438
Mrps5,-0.00104841,-0.327561424
Matn2,-0.111092697,-0.326818772
Mpdz,-0.034724564,-0.326572589
Zfp445,-0.008535684,-0.326487954
Mpc2,0.079018158,-0.326485008
Lingo1,0.048028892,-0.326347402
Pde3b,-0.031063382,-0.325722121
Phf20l1,-0.040033391,-0.324619279
Setd4,0.006605217,-0.323127536
Kras,0.010796016,-0.322721637
Taf1d,0.045456974,-0.321536459
Ppp1r21,-0.009283434,-0.321249557
Abcb9,0.03540032,-0.320929387
Nexmif,0.02722973,-0.320007508
Nos1ap,-0.019074473,-0.318839328
Tmem108,0.324037635,-0.318566989
Rrnad1,0.064001331,-0.318553241
Camk2b,0.01338617,-0.31832868
Thoc1,0.080783832,-0.317541362
Ccnh,0.035364003,-0.316983551
Uri1,0.072509241,-0.316223282
Dtd1,-0.086929428,-0.3161395
Fez2,0.023602399,-0.316104102
Tmem201,0.115585818,-0.314348429
Crym,-0.309334425,-0.314076115
Plpbp,-0.02659826,-0.313727634
Nrcam,-0.128415346,-0.313693445
Slc2a13,0.337203229,-0.312481855
Rasa1,-0.051137254,-0.312472047
Phf6,0.00647294,-0.312393959
Tmem44,0.180417013,-0.31237487
Ube2v2,0.103826118,-0.312111819
Abcb10,-0.043627318,-0.312023274
Sf3b3,-0.00786869,-0.311526638
Cds1,0.349596054,-0.311277119
Zfp280c,-0.01807471,-0.311200038
Slc25a4,0.026945072,-0.310913821
Synpo,0.064643473,-0.310509768
Chfr,-0.028907415,-0.309114412
Ica1,0.01383579,-0.308807969
Srpk2,0.036015106,-0.307317215
Fam92a,-0.060270076,-0.306801736
Asph,-0.051438027,-0.301229531
Ddx1,0.021885114,-0.30122319
Lasp1,-0.044451009,-0.301024197
Asb3,-0.040164842,-0.300409018
Tdrd3,-0.108566331,-0.299396045
Frmpd4,0.030251841,-0.298144126
Arhgap18,0.115700013,-0.29763534
Angel2,-0.324585571,-0.297238308
Nrg3,0.0082938,-0.296570203
Syt1,-0.171211829,-0.296432863
Zswim5,-0.018948151,-0.296009915
Tubb4a,0.027743244,-0.295969082
Arhgef9,-0.050963053,-0.295251587
Ktn1,-0.057657348,-0.294519767
Rspo3,0.620505594,-0.294082268
Cacna1g,0.068749281,-0.293716582
Uchl3,-0.011061834,-0.293349482
Cep112,-0.351628805,-0.292779468
Hace1,-0.064278597,-0.292049953
Pip4k2b,0.038334998,-0.291372945
Mat2a,0.069794217,-0.290638832
Pgr,-0.02959717,-0.290601724
Mecr,0.077169835,-0.290393484
Ptchd1,0.359364961,-0.290045083
Zfp106,0.012771604,-0.2900236
Cog5,-0.051477962,-0.289896656
Enox1,-0.092309531,-0.28917405
Dlgap2,-0.094184731,-0.288651137
Dscaml1,0.293507698,-0.288236764
Mast2,0.285982305,-0.288179197
Cep83,0.028381475,-0.287076525
Actg1,0.053761542,-0.286543788
Msra,0.008576567,-0.286457819
Gmpr,0.020720452,-0.286037707
Dscam,0.234127745,-0.285952146
Ncapd3,-0.104921862,-0.285678593
Rgs7bp,0.030643815,-0.284806957
Synj2,0.251839595,-0.284500433
Nlgn1,-0.092679856,-0.283516216
Pja2,-0.059281723,-0.28278406
Ate1,-0.043020513,-0.282059569
Cacna1i,-0.068040917,-0.282015998
Fam98a,0.001833754,-0.281840339
Raph1,-0.113378927,-0.278513245
Ogt,0.054996395,-0.27675696
Suds3,0.119548986,-0.276283581
Adgrl2,0.370025359,-0.274246323
R3hdm1,-0.000439191,-0.274191076
Ctnnd2,-0.024836226,-0.272974526
Ctdspl,0.061057298,-0.272826696
Mtss1,-0.043933852,-0.271212059
Nvl,-0.002697539,-0.270735151
Reps2,-0.040304379,-0.270261096
Unc79,0.014606426,-0.27022231
Prepl,-0.048238526,-0.268389317
Cyth1,0.136187936,-0.267647604
Psd,0.056303948,-0.26720823
Wasl,0.085355031,-0.264284134
Hs3st4,-0.811961598,-0.264143819
Slc24a4,0.092119489,-0.263859042
Pnisr,0.04568467,-0.263029058
Lrrc7,-0.168724854,-0.259011599
Zeb2,-0.25784515,-0.257521449
Luc7l3,0.00441113,-0.255518418
Dzank1,-0.069497057,-0.255416511
Thrb,-0.27855972,-0.253641211
Sec62,-0.057733349,-0.253394654
Cbfa2t2,-0.010617901,-0.253159771
Itgav,-0.306189455,-0.251663181
Podxl2,0.046405225,-0.251633052
Ndufs4,0.03321918,-0.2516112
Lgi1,-0.383893891,-0.249839031
Hspa4,0.089682645,-0.248428903
Susd4,0.025504178,-0.24546258
Gramd1b,0.008274444,-0.24533209
Luc7l2,0.122399306,-0.244642227
Fam49b,0.265524535,-0.24411024
Srsf11,-0.00607394,-0.241469403
Numb,0.096050901,-0.240010409
Kdm4c,-0.071471953,-0.239703773
Ppargc1a,-0.017218957,-0.239641529
Map7d2,0.054820401,-0.238886531
Esrrg,0.064044921,-0.238701284
Faah,0.032847748,-0.237789604
Pcmt1,-0.013974868,-0.237063013
Clcn2,0.032280899,-0.235148906
Hnrnph3,0.028781297,-0.235074354
Pde8b,-0.012431821,-0.232085496
Otulin,0.086827728,-0.231841242
Eefsec,-0.046271334,-0.231696863
Esco1,0.033139447,-0.23148767
Edil3,0.259735209,-0.229475139
Spon1,-0.062941212,-0.22784033
Khdrbs3,0.213192201,-0.226111871
Gphn,-0.137764626,-0.223901582
Tarsl2,-0.039833017,-0.222820551
Sacs,-0.001215865,-0.221631116
Rfx7,0.245756924,-0.221255332
Bckdhb,0.04583556,-0.220911603
Necab1,-0.174519256,-0.220849268
Ttc19,-0.024218631,-0.218995583
Etnk1,0.162851723,-0.218791603
Sclt1,-0.050941317,-0.218733025
Phc2,0.006467178,-0.217460481
Paip2,0.051166738,-0.214787059
Ube2g1,0.022962389,-0.213320541
Tek,-0.032120931,-0.209601402
Cdk8,-0.037479606,-0.208767901
Kat6b,-0.035305924,-0.208192145
Dennd1b,0.066908057,-0.205579015
Cacna2d2,0.006436682,-0.205262036
Setdb1,-0.095468067,-0.205029469
Sez6,-0.034354065,-0.204548559
Ogdh,-0.236262897,-0.204138956
Abhd18,-0.006259693,-0.203546981
Prkdc,0.023844954,-0.203540481
Spred1,0.429027452,-0.197349058
Atf6,0.044065295,-0.194238766
Xylt1,-0.191197298,-0.192972796
Psip1,0.035711247,-0.189362584
Cdkl1,-0.078820288,-0.187773255
Prkce,0.112337636,-0.18753071
Gpcpd1,0.024397178,-0.185338504
Aig1,0.206588647,-0.182885423
Syt7,-0.044913124,-0.182613603
Mir100hg,0.04022812,-0.182169119
Cdh18,0.207438102,-0.18172274
Pten,0.226853312,-0.180922534
Dpm1,0.099246757,-0.177488138
Gmcl1,0.06652332,-0.176591978
Cpeb3,0.00481864,-0.174908449
Ndst3,-0.101327775,-0.172633815
Tmcc1,0.027498726,-0.17252742
Phf3,0.013869996,-0.169949541
Pcsk5,-0.256731909,-0.169180331
Acss2,0.128846941,-0.166012983
Phactr3,0.006033716,-0.165541207
Pde2a,0.093091059,-0.159011679
Cnih3,0.07438696,-0.157841924
Ftx,-0.010526721,-0.157252837
Fam20a,0.032236984,-0.157222047
Adgrb3,-0.008702011,-0.157071237
Atp8a1,-0.093674995,-0.15589295
Lrrc4c,0.199267396,-0.155271217
Adam23,-0.046469238,-0.15494039
Hip1,-0.046087104,-0.151464312
Nrxn3,-0.166580297,-0.145288306
Kcnb1,0.044422809,-0.143457307
Gng7,0.17216632,-0.13678969
Malat1,0.025664653,-0.136141702
Svop,-0.001003331,-0.134474352
Auts2,0.044912177,-0.126576497
Tmem132b,0.000928857,-0.124027181
Sipa1l1,0.218227837,-0.120068385
Scn8a,-0.008760744,-0.118607435
Pacsin1,0.025895376,-0.104826919
Magi1,0.112883059,-0.098228342
Rimbp2,-0.131193864,-0.094609735
Amph,0.055205594,-0.093113906
Ctnna2,0.013727777,-0.092972531
Dlc1,0.082683525,-0.083931434
Kcnq3,-0.053003362,-0.064053684
Zmat4,0.087107143,-0.063528956
Nfix,0.011824152,-0.062080805
Ak5,-0.622017403,-0.05823425
Galntl6,0.625402748,-0.047149064
Htr1f,-0.261118371,-0.046553876
Camk4,-0.002587259,-0.046241066
Rgs6,0.00366164,-0.041042212
Mdga2,-0.163448547,-0.002272715
Cpa6,1.410360271,0.507092861
Rtn4rl1,0.458227123,0.414060319
Dyrk3,1.09791049,0.366433323
Cct3,0.61059132,0.33260972
Asic2,-0.227988802,0.305230445
Tsc22d4,0.605436453,0.301142147
Ccdc112,-0.697447443,0.286788816
Kcnab2,0.488252521,0.284685425
Sfxn3,0.646747651,0.26712666
Cacnb2,-0.287316627,0.262386409
Ppp2r1b,0.985881887,0.252587277
Ccdc171,0.66330798,0.241154779
Stip1,0.485367685,0.241045065
Psmd3,0.505708127,0.237131916
Olfm3,1.046875535,0.232485937
Arhgef10,-0.877828083,0.229135713
Plcxd2,0.473511708,0.22347099
Snx7,-0.386480995,0.219361208
Tnfrsf21,0.361389764,0.215438943
Klf7,-0.250843211,0.214125677
Sbk1,0.735919261,0.214114853
Map3k13,0.384545502,0.21373535
Ubl3,0.380115113,0.212943559
Rhou,0.410476952,0.212042432
Mef2d,0.327713071,0.207788625
N4bp2l1,0.327680357,0.202905498
Limk1,0.371363055,0.199290619
Naa16,0.485922641,0.197970574
Vps37a,0.46679647,0.197492333
Bmpr1b,0.918334373,0.194653631
Pygb,0.365099804,0.192767751
Dnajc3,0.496730978,0.18496671
Frmd6,0.397412294,0.175772347
Mxi1,0.50078749,0.174486641
Klf9,0.388894365,0.174418384
Tmem241,-0.414512853,0.166260518
Phf1,0.680063959,0.165281915
Lrrn2,0.364854062,0.164878216
Asap2,0.488145739,0.164495026
Tgfbr3,0.514500778,0.15768653
Sgsm1,0.636084241,0.155927333
Dnaja1,0.377725451,0.155810685
Sh3rf1,0.326214023,0.153510466
Pabpn1,0.35723544,0.147279094
Man2b1,0.656885559,0.144305654
Mpp6,0.192392675,0.144296463
Adgra1,0.307963669,0.143257701
Lrp8os2,0.593677555,0.140494065
Cdh4,-0.721367774,0.140486932
Psmc6,0.381924201,0.137723844
Ptprf,-0.356365858,0.137144423
Mmp17,0.53506874,0.136851132
Epha10,0.293953937,0.133324052
Myo1c,0.866267672,0.131148841
Dexi,0.374290129,0.123789698
Tspan13,0.499031286,0.122940097
Hs6st3,0.242608896,0.122624102
Rit2,0.224534087,0.120862828
Phc3,0.301098211,0.119106477
Bhlhe40,0.477026588,0.117334846
Map4k3,0.269781798,0.116208908
Cntnap5c,0.554005157,0.114563483
Neto1,-0.291479084,0.112672104
Chrm2,1.096491287,0.112573368
Lrrtm3,0.27801137,0.111421641
Tesc,0.654155365,0.110516727
Slit3,-0.227242032,0.110258753
Eps15,0.440649139,0.107550556
Fgfr1,0.803087488,0.102116934
Swt1,0.362504532,0.101169759
Syt2,0.7132386,0.099241222
Hif3a,-1.261248801,0.098922775
Nrip3,0.584337794,0.098616095
Ap2b1,0.240848545,0.09751483
Upp2,0.236017097,0.097194318
Dnajc6,0.258313615,0.092349053
Snrnp48,0.268132799,0.092025433
Top1,0.249876081,0.091422301
Trim9,0.21215372,0.090695861
Fam135b,0.13241929,0.090549226
Sorcs1,0.214693778,0.089998071
Arfgef3,-0.268173423,0.089942928
Traf3,0.474402089,0.089483555
P4ha2,0.721474994,0.08768435
Serpinb6a,-0.356601748,0.084265485
Chordc1,0.45706768,0.083134481
C2cd2,-0.628302242,0.080930686
Nsg2,0.360118158,0.080672394
Iffo1,0.410413945,0.079191508
Arhgap39,0.221970497,0.078273463
Pik3r3,0.485083298,0.077867439
Marchf11,0.304896339,0.07697264
Uvrag,0.231307985,0.073152692
Trim2,0.26179785,0.06944046
Bsn,0.328504203,0.068225735
Sgtb,-0.429624357,0.066843087
Dcx,-0.529883247,0.065670321
Arhgef3,0.531896654,0.063650536
Fam168a,0.209188905,0.057835466
Dtnb,0.23277416,0.054917132
Stx16,0.240225783,0.053927694
Zfp341,-0.46547157,0.052006949
Fry,0.158161543,0.051432409
Dgkb,0.285749826,0.051117308
Col4a2,0.36997736,0.049662314
Ppp1r13b,0.260265848,0.048629786
Trim35,0.240458819,0.048227652
Baiap2,0.229418567,0.048011661
Rnf144a,-0.67345381,0.048004958
Sel1l,0.311319996,0.047638586
Gnaq,0.181363965,0.046420673
Tmem196,-0.837682672,0.0449778
Mpped2,-0.32192597,0.044099679
Spock1,-0.247145307,0.043321667
Prkag2,0.283726024,0.043303731
Tmtc1,-0.143586634,0.041887245
Gfod1,0.403566947,0.040826648
Cttnbp2,-0.171728955,0.037770164
Tcf20,0.238945271,0.035091594
Jarid2,0.241820635,0.034640802
Ube2e2,0.381161994,0.034425997
Eif4g3,-0.184313385,0.034382843
Ntrk3,-0.230927593,0.031934305
Slc35f3,0.317763358,0.031557876
Srgap2,0.282028707,0.031275969
Pak7,-0.264192141,0.030533426
Psma3,0.234831257,0.028423725
Zfpm2,0.349257289,0.027908741
Psma1,0.391133175,0.027300382
Ube2b,0.307402377,0.025838479
Plekha5,0.129774859,0.024941241
Tmeff1,-0.353732693,0.024693566
Caln1,-0.532547053,0.024239905
Calm1,0.27495243,0.022672389
Utrn,0.429498603,0.022015568
Cacna1d,0.232828468,0.017499154
Pag1,0.721496923,0.014908062
Abhd6,0.401950597,0.013389226
Bcl11a,0.209083316,0.011989473
Syn2,0.34837229,0.01114454
Slc24a2,-0.189673801,0.010713927
Ppp1r9a,-0.294345951,0.010555664
Tnk2,0.385154448,0.009556987
Ptprk,0.330019086,0.00673152
Zranb2,0.269340017,0.004544808
Lrrcc1,-0.417103422,0.001455074
Csmd1,-0.106437205,-7.79E-05
Fgf14,0.230855164,-0.000526553
Tmem178,0.341168989,-0.002764376
Kcnma1,-0.174186808,-0.010353029
Adcy9,0.325068668,-0.010589465
Rbm39,-0.149580206,-0.014647511
Ssbp4,0.346063164,-0.014886337
Specc1,0.277768399,-0.016656492
Acss1,0.806838886,-0.021273846
Fkbp4,0.630373097,-0.021974801
Nr3c2,0.234989757,-0.022182513
Ppp1r2,0.386075983,-0.03017434
St6galnac5,-0.215219443,-0.031143696
Chd9,0.148049421,-0.032864796
Cdc37l1,0.266967455,-0.036418158
Osbpl9,0.26209646,-0.03698612
Nln,-0.364968331,-0.037029853
Nup54,-0.467250366,-0.042972082
Fbxl4,-0.502950443,-0.044711346
Hes1,0.516326571,-0.048775147
Mrtfb,0.18949313,-0.054980159
Prdx6,0.527822349,-0.055620317
Sh3bp5,0.408406589,-0.060433313
Nf1,0.27154361,-0.062759472
Ntrk2,0.213943926,-0.067058132
Mir124a-1hg,0.235153691,-0.069214514
Elovl4,0.535601168,-0.072921877
Dpyd,0.547495218,-0.073755812
Tmed9,0.40484519,-0.075494729
Grin3a,0.940662354,-0.077915428
Samd4,0.912715656,-0.078108546
Gng12,0.253079288,-0.078971555
Slc25a25,0.473444729,-0.080282491
Slf1,-0.326789703,-0.08400134
Epha4,0.331040005,-0.085245259
Cdkl2,-0.373218961,-0.088463415
Cadm1,-0.577978994,-0.09120012
Snx13,-0.285799054,-0.093904508
Popdc3,1.123666858,-0.100833624
Nudt3,0.356675726,-0.11208884
Slc25a42,0.446076614,-0.114554962
Btg4,1.053060335,-0.115045493
Smyd2,-0.524796497,-0.115070393
Dnajc21,0.407817788,-0.118694517
Mettl7a1,0.384594863,-0.118910501
Nt5dc3,0.525587404,-0.122778734
Syngr3,0.550193034,-0.134083766
Grasp,0.513080933,-0.135079156
Mbp,0.408416683,-0.13542096
Zscan18,-0.56574009,-0.154540235
Arc,0.971933297,-0.25711084
Gca,-0.510061836,-0.284085106
Cenpa,1.090524251,-0.356778485
Npr3,0.043589818,0.01915692
Cdh12,0.700468055,0.141254777
Cadps,-0.010696444,0.157247095
Rtn3,0.157972145,0.165798751
Mbd5,-0.019512428,0.165859625
Ppfia2,-0.12947531,0.171379224
Dip2c,0.027985304,0.173790318
Atp9b,-0.020799173,0.193697344
Scn2a,-0.259164403,0.206340185
Rbfox1,-0.040552144,0.216654787
Usp15,0.056427436,0.220753609
Ppp3ca,0.024473742,0.222955952
Ncor1,0.013642451,0.229377799
Exoc4,0.019632058,0.232049134
Birc6,-0.029003152,0.234881722
Usp34,0.004076713,0.237323718
Zcchc7,0.048789554,0.237364118
Apbb2,0.049994791,0.23873919
Lcor,0.079374889,0.243203516
Stag1,0.002683209,0.245692416
Dpp6,-0.003652945,0.252932518
Ttc7b,0.025958223,0.253057869
Kmt2c,0.037598916,0.256813247
Slc4a10,-0.016381308,0.256874099
Ube2k,0.050801155,0.256996614
Ranbp9,0.086438503,0.258141481
Pafah1b1,0.045631464,0.260098215
Dennd1a,0.040242039,0.261189199
Ncoa2,0.005820404,0.26163261
Tcf12,-0.082475052,0.266243742
Wdr7,-0.016372474,0.268175715
Ppm1e,0.048124003,0.26882502
Acaca,-0.027795226,0.272259186
Kctd16,0.144048528,0.272414397
Ahcyl2,0.037216333,0.273828792
Sik2,0.596047955,0.276107289
Fam193a,-0.011113165,0.276159647
Cdc42,0.112351114,0.276193683
Mapk1,0.049024538,0.277238818
Vti1a,-0.022179675,0.277859119
Basp1,0.076741232,0.279820261
Cacna2d3,-0.007862777,0.280217052
Plxna4,0.040441129,0.281171285
Tcf25,-0.081926396,0.281241713
Rab2a,0.074959767,0.286821752
Hcn1,0.168713682,0.288161276
Atrx,-0.028114849,0.29114972
Ubr3,-0.018845317,0.293319435
Tra2a,0.243951586,0.294102726
Astn1,0.017545913,0.294455822
Kcnj6,0.067711599,0.298130485
Fubp1,-0.015869965,0.298203886
Zfp292,0.103488839,0.29856071
Fnbp1,0.097801328,0.300316856
Clasp2,0.058025976,0.300332831
Hecw1,0.306364732,0.300663597
Setd5,0.074349279,0.301133799
N4bp2l2,0.072716604,0.302359605
Brd4,0.066983181,0.302658
Ankib1,0.069476146,0.303153229
Gon4l,0.008865082,0.3039242
Pias2,0.039711167,0.304882624
Gpatch8,0.36114946,0.304910603
Sppl3,0.048563666,0.30494028
Dnmt3a,0.08359509,0.307485817
Arfgef1,-0.0002629,0.308946211
Clip1,0.096025964,0.309937044
Fer,-0.030476547,0.309955045
Grm7,0.000472208,0.31052143
Hmg20a,0.06838669,0.311442713
Pkp4,0.060975909,0.316735698
Ttc3,0.186356772,0.31905746
Phf14,0.053726999,0.321396247
Prr14l,0.310800031,0.321835547
Ralgapb,0.0134679,0.32291176
Usp33,0.072653431,0.322943694
C2cd5,0.012663291,0.323353116
Sbno1,0.037115034,0.32370656
Sgip1,0.154083254,0.323921956
Mkln1,-0.0012236,0.32400293
Gnao1,0.059561204,0.32462795
Btaf1,-0.241858572,0.324904549
Gapvd1,0.052310719,0.329210407
Rian,-0.201892842,0.329699791
Dcaf8,0.023377038,0.329758075
Adar,0.030467064,0.330038614
Zfand3,0.034883463,0.330543024
Gprasp1,0.202060534,0.331771236
Larp4b,-0.041701885,0.331854381
Dhdds,0.061831125,0.33386956
Fars2,-0.005959801,0.333981703
Sympk,0.034800831,0.334427454
Tmem178b,0.03094691,0.334508892
Bptf,-0.032392245,0.335055955
Scaf8,0.01854397,0.335168198
Herc1,0.001390164,0.335207853
Tspan5,0.041814195,0.3354818
Scg5,0.018495962,0.335792538
Nub1,0.040209382,0.336646496
Iqsec1,0.231289838,0.33803688
Rap1gap2,-0.025268758,0.339416282
Bclaf1,0.010966814,0.342445767
Pibf1,0.048181072,0.34270694
Xkr4,0.442237153,0.343163907
Fbxl2,0.026392156,0.343600985
Atxn2,0.076136041,0.345806389
Ecpas,-0.013199634,0.34602236
Clk1,0.044617778,0.346082769
Nedd4,0.040965363,0.349264321
Lncpint,0.290375622,0.35003411
Kifap3,-0.009319594,0.350081139
Vps41,-0.002044569,0.351033823
Tnpo3,0.026512891,0.352261889
Caprin1,0.043306537,0.354794261
Gigyf2,0.056767454,0.355522874
Usp32,0.023298053,0.357153388
Sdk2,0.264193935,0.358473794
Klhl7,-0.029059829,0.359137269
Tbce,-0.016914638,0.359526378
Pan3,0.005739668,0.360848862
Nup98,0.073619682,0.363219157
Efna5,0.154066541,0.363780449
Tnks,0.024198441,0.363803228
Kdm2a,0.092139625,0.364654812
Sltm,0.047940069,0.364783238
Ddx24,0.106631441,0.365126272
Mef2a,0.274577108,0.366563054
Otud7a,0.162752127,0.366574878
Lmbrd1,-0.017906919,0.367804212
Smyd3,-0.053064259,0.367912829
Dcaf6,0.086360298,0.368096783
Dnajc1,0.088460548,0.370739614
Gmds,0.059300675,0.371669112
Nsmce2,-0.050515054,0.371755163
Pde4d,-0.190110706,0.371840692
Kcnb2,-0.169234464,0.372332636
Nckap1,0.069238222,0.372975251
Cacna1a,0.02644596,0.373522461
Trappc8,0.061806672,0.373560011
Slc9a7,0.070560998,0.373917594
Ephb2,0.129911211,0.373969275
Pi4ka,0.046680727,0.374059405
Bicdl1,0.041122681,0.374442547
Ambra1,0.002710182,0.37463189
Cdc42bpa,0.056373089,0.374863401
Arfgef2,0.010242908,0.375876968
Specc1l,-0.030792229,0.375881014
Bdp1,0.05149463,0.376213305
Babam2,0.005528166,0.376259577
Zfp827,-0.011330912,0.377365159
Jakmip2,0.058165442,0.37821677
Pak3,0.051105959,0.378280585
Cox16,0.000963791,0.378715532
Epn2,0.050019908,0.379176507
Csnk1g1,0.028196792,0.379181646
Rnf38,0.01336017,0.379660411
Nbas,-0.026224718,0.379829851
Qrich1,0.069351748,0.380145625
Tacc1,0.351948256,0.382101999
Nsf,0.25122339,0.382599869
Fam120b,0.031352588,0.38327631
Nt5c2,-0.111739979,0.383454518
Itch,0.051806603,0.383564869
Map2k5,0.022930283,0.385042898
Urgcp,0.070143617,0.385052492
Faf1,0.066206381,0.387085192
Copa,-0.000903535,0.387601192
Nufip2,0.042572105,0.387925914
Adam22,0.299614053,0.387950291
Uggt2,0.00979586,0.388420419
Trak1,0.080638319,0.388521379
Cwc27,-0.00326823,0.388842818
Memo1,0.089827081,0.392146361
Smg1,0.01445883,0.392789467
Rabgap1l,0.049108466,0.392891882
Mark3,0.042034855,0.392940389
Nbeal1,0.003262508,0.394386547
Ralgps1,0.024794992,0.394717175
Sec61a2,0.016807687,0.39695342
Smg6,0.02353484,0.397144612
Tmod2,0.094820166,0.397284358
Apex2,-0.07216485,0.397343303
Sgms1,0.034641651,0.397364965
Mcf2l,0.078140884,0.398020482
Polb,0.091545189,0.398375928
Fto,0.022286017,0.400473802
Phtf1,-0.007191918,0.400858316
Kidins220,0.040828699,0.400899967
Zcchc14,0.102170917,0.401413116
Mtmr3,0.054126289,0.402508795
Wdfy3,0.043328648,0.402556069
Zfp451,-0.029786486,0.403947339
Focad,0.141714196,0.404004616
Mon2,0.018798073,0.405643553
Ccdc88a,-0.012733752,0.405709805
Psap,0.115980068,0.407439227
Senp5,0.087806173,0.40797695
Aftph,0.009341858,0.408350632
Dclk2,0.098607675,0.410049218
Wapl,0.044709535,0.410772476
Ube2j2,0.039271107,0.411204249
Kdm1a,0.071066824,0.411838009
Tlk2,-0.072381057,0.411906319
Pdlim7,0.07045097,0.41199183
Aatf,0.057967421,0.412020848
Mta3,0.0027225,0.413154657
Map2k2,0.053497099,0.414398041
Mark2,0.008354016,0.414476794
Tasp1,0.000537085,0.414626696
Zc3h7a,0.00514703,0.414649949
Garem1,0.124149436,0.415263025
Syngr1,0.018401458,0.415414131
Zfp207,0.117695442,0.416002488
Trpc1,0.042374852,0.416094995
Rictor,0.055820112,0.416225838
Nsd3,0.008564872,0.416903534
Bmpr2,0.04756122,0.417665203
Nedd4l,0.176817953,0.417801414
Mbtd1,0.078724675,0.417954975
Tmem132d,-0.332971978,0.418757623
Tnks2,0.029480184,0.419598691
Mapre3,0.121090081,0.420539551
Cers5,0.000906296,0.420731103
Pias1,0.056219529,0.421448693
Anapc1,-0.056211401,0.422974271
Nek1,0.057827705,0.423262574
Khdrbs1,-0.004273451,0.424025831
Prkab2,0.466078178,0.424061529
Lmbr1,-0.005713461,0.424068104
Mark1,0.029858332,0.425664874
Tnrc6b,0.047471725,0.428483896
Sdccag8,0.087187613,0.432443018
Wnk1,0.246379872,0.432592825
Usp8,0.018162004,0.433957
Frmd4a,-0.000872348,0.434018364
Arhgap12,0.115442119,0.435364863
Emsy,0.06381762,0.435367664
Mib1,-0.00086521,0.435766806
Bcas3,0.228963689,0.435831674
Cpeb4,0.051968639,0.436150215
Man1a2,0.076571819,0.436482506
Stk3,0.041289229,0.436670322
Zdhhc20,0.047290299,0.438524831
Atrnl1,-0.152176733,0.439269819
Ppil2,0.112745873,0.439665469
Gnb1,-0.011259937,0.43974808
Map3k2,0.075182807,0.441033928
Zfp638,-0.021068044,0.441291496
Klhl24,0.130876176,0.441362935
App,0.207605508,0.441602009
Atl1,0.059353649,0.441654379
Coro7,-4.51E-05,0.442194819
Mapre2,0.258647314,0.442509968
Kpna3,0.003165889,0.442730385
Farsb,0.024073341,0.442939427
Herc2,0.053902335,0.44305638
Ulk2,-0.038016306,0.443283739
Ptpn12,0.041756789,0.444859134
Abl1,0.042011016,0.444957297
Csde1,0.005330338,0.445386916
Chchd6,0.047817283,0.446599089
Cnot1,-0.037812951,0.447092453
Ccar1,-0.022874741,0.447181128
Ppargc1b,0.136395983,0.448100447
Eif4e,0.007870292,0.448135721
Tulp4,0.024068254,0.4483956
Snapc3,0.045887165,0.450713723
Ywhag,0.091504832,0.450814748
Rock2,0.362116355,0.451055002
Tsc1,0.002717441,0.452525465
Snap47,0.127759054,0.454046431
Slc38a9,0.006922287,0.455027268
Cryzl1,0.032446546,0.455596681
Senp7,0.014659552,0.456142033
Fam155a,-0.110811686,0.456347514
Kif2a,0.003116014,0.456519542
Osbpl6,0.396509319,0.456826824
Rnf121,0.076710706,0.457099348
Ube2l3,0.082088042,0.457568561
Gak,0.029073192,0.458499494
Tbl1xr1,0.019697127,0.45940463
Cul1,0.024566098,0.459435277
Aff4,0.038395397,0.459508737
Abcc5,0.056293255,0.460191081
Ash1l,0.000360047,0.4603826
Usp7,0.033590944,0.460651556
Fbrsl1,0.000571097,0.461218771
Eml1,0.025191959,0.461334493
Pik3c2a,0.317677417,0.461353349
Tax1bp1,0.080879378,0.462153786
Scaper,-0.02689996,0.462505563
Rab6a,0.1006235,0.462806068
Dyrk1a,0.007013125,0.462836232
Sntb2,0.595320287,0.462846948
Hnrnpm,0.053518217,0.46303451
Sh3glb1,0.089879634,0.463813007
Plekhm3,0.013489663,0.463869097
Stxbp5l,0.036634176,0.464318135
Stx8,0.02328913,0.464792091
Vps8,-0.059808772,0.465180394
Asxl2,-0.004178704,0.46635036
Tet2,0.121233827,0.466563907
Gsk3b,0.236736096,0.468908085
Dhx57,-0.011768715,0.469376564
Cyfip2,-0.020394579,0.469502839
Map2,-0.032090082,0.469943779
Gys1,0.095024222,0.470122319
Sgsm2,0.009359274,0.470383813
Tshz3,-0.03181732,0.470730938
Trip12,0.008254055,0.471879779
Snx6,0.023864794,0.472993157
Arnt,0.056126892,0.473551505
Ptpra,0.100772233,0.474243546
Dnm1,0.262261052,0.47438305
Dock9,0.294902396,0.474511223
Chst8,0.128928338,0.474673204
Hdlbp,0.045345076,0.474967342
Sfswap,0.06067994,0.475199717
Prxl2c,0.194631487,0.475509818
Klhl29,0.057150314,0.475602756
Sptlc1,0.065219964,0.47615915
Snrnp70,0.024889713,0.476244679
Zc3h6,-0.00826975,0.477106009
Smc5,0.033543091,0.478054155
Uggt1,0.027836828,0.478388172
Clec16a,0.23768325,0.478571795
Kmt2e,0.055214327,0.479103181
Ssh2,0.170733616,0.479183427
Ubap2l,0.076969264,0.481857861
Ino80,-0.022701911,0.481982137
Ogfod1,0.068421769,0.482588274
