X,SCI,IC
R3hdm2,0.010225461,-0.761526859
Brinp1,-0.030892197,-0.760808002
Sgcb,0.004219738,-0.75945177
Gpr18,0.046744558,-0.759103026
Rnf112,0.383951705,-0.75877868
Galnt1,0.083566628,-0.75855575
Lrrk2,0.070823762,-0.75798455
Fam126a,-0.030721376,-0.756533985
Klf10,0.024736813,-0.75530301
Ahr,-0.02704263,-0.752155432
Shank1,0.093875561,-0.752152655
H2afz,-0.019941929,-0.751968972
Slitrk3,-0.10126354,-0.751362466
Pip4k2a,-0.108943395,-0.751172017
Slc25a11,-0.220146391,-0.751135278
Arhgap15,0.055526064,-0.75042129
Glra2,-0.093504519,-0.74921321
Zfp707,0.010955628,-0.749031535
Zbed5,-0.144464064,-0.74856954
Slc5a5,0.0356699,-0.746420911
Btbd10,-0.088329401,-0.746356995
Fgf12,-0.009602024,-0.745602029
Aarsd1,0.123999858,-0.74462761
Neurod2,0.086327467,-0.744001024
Armc6,0.031089842,-0.743760167
Mrps21,0.091003559,-0.741875968
Lrrtm2,0.036195806,-0.74173357
Plcb1,-0.034361704,-0.740767548
Arpp19,-0.089856409,-0.740726601
Mrpl43,0.040798509,-0.740179262
Phactr1,-0.199747929,-0.739023876
Dact3,0.175576268,-0.738324543
Mdh1,-0.008619046,-0.738192674
Lrtm1,-0.017271493,-0.737825853
Trpm3,-0.168567334,-0.737371434
Ulk3,-0.097285007,-0.735249609
Shisa7,0.009679691,-0.734500867
Slc50a1,0.089079646,-0.733276445
Sfxn2,0.113775703,-0.73327619
Fam122a,-0.077700955,-0.728618195
Dnajc19,0.050850779,-0.728242635
Smim13,0.055961439,-0.727034304
Dclk1,0.043635224,-0.726286283
Mzt1,0.089804741,-0.725383482
Junb,-0.077812804,-0.724891362
Commd3,-0.083525931,-0.724291583
Akt3,-0.223217382,-0.723962961
Rab27b,0.096375013,-0.723908247
Nkiras1,-0.006861728,-0.723801429
Pde4a,0.035190698,-0.723163418
Foxred1,-0.188917313,-0.722859657
Mir99ahg,-0.059115657,-0.722750167
Cdh7,-0.116725728,-0.722272938
AI593442,-0.027468617,-0.720843667
Dusp15,0.079620395,-0.72028386
Klhl5,-0.078108629,-0.719597069
Gpr85,-0.224791683,-0.718473814
Sec14l1,0.081313548,-0.717889907
Cdon,-0.140340289,-0.716484757
Vstm2l,-0.252539755,-0.71570289
Ppp1r16b,0.052318157,-0.715512894
Tipin,-0.264427035,-0.715348658
Msantd3,0.023570073,-0.715217649
Slx1b,-0.190327129,-0.713471255
Mir133a-1hg,-0.100260972,-0.712723903
Twf2,0.106921403,-0.712349797
Hnmt,-0.159590308,-0.710976806
Haus6,-0.217628205,-0.710445141
Trps1,0.108095466,-0.709528796
Ubxn2b,-0.047843179,-0.709260048
Sdr39u1,-0.28688308,-0.708475845
Efnb2,0.033866374,-0.707484748
Homer1,0.630945088,-0.707479292
Sf3b1,-0.020524739,-0.706925169
Carnmt1,-0.157131616,-0.706205323
Dusp7,-0.01450434,-0.704164124
Kcnab1,-0.437128306,-0.703676505
Cyp2u1,-0.038158269,-0.702268388
Rab3a,0.059987847,-0.701838774
Rprml,0.15958378,-0.701216252
Coq4,-0.081561211,-0.700484391
Fam228b,-0.102116931,-0.698573156
Mycbp,-0.027456693,-0.696749058
Dab1,0.1330884,-0.696712457
Flrt3,0.051097757,-0.696672248
Elmo2,0.025828687,-0.695331639
Rasgrp1,-0.202003645,-0.695330492
Pcdh17,-0.078427645,-0.695250132
Ntm,-0.024445486,-0.694947131
Tenm3,-0.577660769,-0.694252767
Chchd7,0.111500444,-0.691652356
Septin4,0.058690515,-0.691521262
Zcchc9,0.003402908,-0.690344201
Kif26a,-0.147289269,-0.689943733
Pebp1,0.167010748,-0.688704213
Ei24,-0.123855846,-0.685632202
Doc2g,-0.099860808,-0.684721963
Kcna2,0.15606372,-0.683181664
Flrt2,0.100629911,-0.682749519
Tfdp2,0.083547868,-0.681037202
Brd9,0.013750347,-0.680198545
Ybx3,-0.087801027,-0.678369697
Lrrtm4,0.020389582,-0.677797166
Fam173a,0.080721059,-0.677254461
Net1,-0.070574196,-0.675359565
Plekhh2,0.46156135,-0.675176964
Phf24,0.030516428,-0.674985077
Lmo3,0.048250095,-0.674352838
Tef,0.03988052,-0.673918235
Homer2,-0.011415931,-0.673555394
Bex2,-0.047400899,-0.673391625
Epb41l3,0.158718069,-0.673072037
Acat1,0.040415782,-0.672058576
Lrrc57,-0.024099542,-0.671936394
Aven,-0.161498692,-0.670197098
Abcb4,0.050445708,-0.667830589
Ggact,0.016241407,-0.667146651
Slc12a5,0.033038867,-0.667107984
Cep19,0.100668591,-0.666268728
Glcci1,0.085663857,-0.66519021
Lage3,0.01145953,-0.664863102
Radil,-0.510043636,-0.663974507
Cdk9,-0.168812553,-0.663881358
Pde4b,-0.416406232,-0.66350632
Rbmxl1,-0.190319236,-0.663134949
Mns1,-0.072798915,-0.662840947
Ralyl,0.028759598,-0.662830395
Mas1,-0.079457252,-0.662299988
Txndc16,-0.037280369,-0.661192918
Recql,0.144764581,-0.66000003
Astn2,-0.22532572,-0.659469061
Ier5l,0.229133123,-0.656902261
Scn9a,0.16849881,-0.655861647
Traip,0.025348304,-0.655031627
Dhx29,0.008389847,-0.655029484
Chac2,0.050277332,-0.654895408
Tarbp1,-0.254283659,-0.653882795
Mical2,0.363132126,-0.653325379
Slc1a1,0.286940581,-0.652200453
Pnmal1,-0.22139697,-0.651893133
Rgs2,-0.071769155,-0.651567987
Pnpla3,0.115208472,-0.651175843
Epha6,0.222708718,-0.651079913
Pcyt2,0.06535629,-0.650741043
Wasf1,0.036173052,-0.650651786
Adcy1,-0.064776142,-0.650064099
Ndufaf4,0.082975531,-0.649984437
Apobec4,0.229312024,-0.649764854
Tmem186,-0.087308246,-0.648604581
Ccdc61,-0.016874719,-0.648031472
Slc26a8,-0.152788697,-0.647338848
Tmem59l,0.148925077,-0.647207092
Cend1,0.103262662,-0.646991074
Immp2l,0.098730142,-0.645476919
Pspc1,0.047769481,-0.645248185
Ift57,0.008259988,-0.644868812
Guf1,-0.052957746,-0.642519009
Cox7b,-0.072023556,-0.641865716
Stam2,-0.00217866,-0.640748383
Atp6v1g2,-0.000856584,-0.6403766
Catspere2,-0.064599152,-0.640298932
Il12rb2,-0.189748601,-0.63917772
Nab1,-0.14406405,-0.638510526
Rsf1os1,0.029832935,-0.637444884
Acsl3,-0.104540249,-0.636072794
Bcs1l,0.030649385,-0.635670147
Lrrc19,0.074536471,-0.634691244
Cd34,-0.181909773,-0.634264199
Fbxl5,0.014580286,-0.633988649
Vps29,-0.0197508,-0.63371052
Asxl3,-0.072415289,-0.633697948
Cntrob,-0.195769231,-0.633620651
Septin8,0.060828282,-0.632745431
Tcte2,0.031757583,-0.632043291
Glrx2,-0.069354305,-0.631269302
Cntn3,-0.123575678,-0.630617449
Coq2,0.023679167,-0.629364319
Epha3,-0.039486596,-0.628609259
Apip,0.005392338,-0.628333048
Scube1,-0.214658265,-0.628274623
Pdhb,0.028063826,-0.628020338
Diaph2,-0.238185953,-0.627802103
Oxct1,-0.030814383,-0.62763148
Igf2bp3,0.030065795,-0.627453104
Phtf2,-0.062971043,-0.62728715
Tmbim1,-0.029162192,-0.627049124
Ldha,0.095735652,-0.626277807
Dtymk,-0.086743802,-0.626068011
Tiam2,0.015590676,-0.625338087
Snhg11,0.077567522,-0.623717673
C1qtnf4,-0.034203812,-0.623105058
Arsb,-0.077850176,-0.622466298
Tob1,-0.197010191,-0.621868696
Teddm2,0.026381633,-0.620970429
Kifc2,0.04003723,-0.620029588
Ica1l,-0.056973746,-0.619703632
Smap1,-0.355585705,-0.619584166
Rims2,-0.28749879,-0.619262739
Oxa1l,-0.174899653,-0.619199264
Vmn2r84,0.153501571,-0.619147499
Hnrnpdl,-0.041789518,-0.61589688
Ccdc127,0.029337803,-0.615033919
Prpf4b,-0.039727078,-0.61442511
Arhgdig,-0.046524424,-0.613776272
Tle2,0.054059933,-0.613603946
Dlg1,-0.173900912,-0.613573822
Abhd14a,0.071336066,-0.612943592
Plk2,0.158539587,-0.610846816
Fkbp5,0.041565495,-0.610839415
Fbxo33,-0.094660121,-0.609731553
Cdk5r1,-0.071556757,-0.608792288
Tacc2,0.02202321,-0.608442261
Gucy1a1,-0.132609626,-0.608018647
Lrrc40,-0.124046171,-0.607772981
Usp2,-0.118109272,-0.606601989
Galnt11,-0.015057969,-0.60652714
Acat2,-0.082789911,-0.606255567
Acot13,0.137746994,-0.605793078
Zfp61,0.016308593,-0.605650841
Atg4d,0.053386964,-0.605490505
Ctnna3,0.235891782,-0.605258189
Prss36,-0.14786229,-0.604077089
Tyw5,-0.094988781,-0.603734074
Snrpa1,-0.083977914,-0.602941185
Atcay,0.001884007,-0.601444567
Crbn,0.039326336,-0.601135868
Jcad,-0.010022998,-0.599729573
Dcbld1,0.108980364,-0.598206453
Tmem243,-0.014916391,-0.596968677
Pms2,0.037484586,-0.596549516
Nsun2,-0.088549104,-0.596344416
Unc13a,0.066136056,-0.59608577
Epm2a,-0.176369222,-0.595438115
Itga5,-0.067008809,-0.595031219
Aff3,0.013509963,-0.594429881
Pip5k1b,0.076839524,-0.594075492
Hmgcs1,-0.132207951,-0.593015005
Gria4,0.046496159,-0.592355661
Srsf10,-0.039396592,-0.590822375
Ttc14,0.212894139,-0.590448881
Rhbdl3,0.107386987,-0.588149508
B3gat1,-0.033040054,-0.587952112
Zfp329,-0.00852369,-0.586571805
Grm1,-0.00427236,-0.585625561
Ndufb3,0.030832246,-0.584247022
Ar,0.228417314,-0.584193566
Ddhd2,-0.228956656,-0.583498707
Cenpv,0.039215592,-0.583346387
Pstpip2,-0.311742334,-0.583267244
Ndufa6,0.082523539,-0.582700601
Rps12,-0.04869421,-0.582699689
Mb21d2,0.093190949,-0.581752071
Sgk1,0.265386903,-0.581076899
Nob1,-0.01459261,-0.581023295
Timm44,-0.142222194,-0.580716136
Ildr2,-0.0893833,-0.580426658
Lzts1,0.106002257,-0.579757348
Tspyl4,0.021622034,-0.579622749
Cep70,-0.033078772,-0.579315539
Alkbh2,-0.126335794,-0.578809141
Leng9,0.043989445,-0.578662551
Slc35e2,0.165875628,-0.577996911
Rgs8,-0.041795301,-0.577967593
Slc39a10,-0.042501852,-0.577570302
Entpd6,0.036221595,-0.576621087
Mrpl42,-0.039445778,-0.5759539
Exoc6,-0.328367791,-0.575925473
Scd2,0.025356158,-0.575710515
Cap2,0.19613632,-0.575589344
Tial1,-0.008116446,-0.574898771
Atp5g3,-0.169885459,-0.574607696
Usp3,-0.049729176,-0.574525399
Entr1,-0.045787827,-0.574409452
Osbpl2,-0.157578013,-0.574154347
Lin28b,0.005684804,-0.573955315
Nrxn1,-0.085405892,-0.573851496
Selenot,-0.017936623,-0.573032893
Caap1,-0.036856366,-0.572984946
Poln,-0.138120117,-0.572055745
Septin7,0.037467748,-0.571460592
Sh3gl2,0.005267172,-0.571423809
Fam3c,-0.086113378,-0.571283448
Mlf2,0.109190258,-0.570854905
Echdc1,-0.032857346,-0.570311645
Zscan26,0.027367673,-0.570280615
Fmn1,-0.05841421,-0.57013112
Mppe1,-0.015971422,-0.570095186
Nphp3,-0.132204743,-0.569822103
Zbtb18,-0.034361582,-0.56844505
Dtx4,-0.020055486,-0.567958776
Osbpl8,-0.187112288,-0.566979047
Bloc1s2,-0.081059208,-0.566936366
Kcnj9,0.008591194,-0.566376182
Eif2b5,0.025650294,-0.565901627
Edf1,0.14162081,-0.565347693
Grin2b,-0.022519545,-0.563417793
Strbp,0.000824968,-0.562414097
Tmem25,0.096572964,-0.561869155
Crlf3,-0.072553133,-0.560339735
Ppwd1,-0.070854339,-0.559911294
Klhdc1,0.05228492,-0.559623576
Kirrel3,-0.07910873,-0.559126407
Rnf227,0.007951331,-0.558652408
Aplp2,0.07751484,-0.558047541
Fndc4,-0.011397061,-0.557975189
Klhl32,0.324160094,-0.556949675
Zfp141,-0.040274914,-0.55674593
Tmem60,0.002924784,-0.556516214
Zfp711,-0.064241712,-0.556262666
Rexo1,-0.154089917,-0.556103775
Rsph14,0.051414846,-0.555490327
Mrps17,-0.074114897,-0.555444654
Zbtb16,0.1953233,-0.554384429
Drg1,-0.032617473,-0.554273405
Ptprn2,0.014105607,-0.553727976
Chsy3,-0.199968013,-0.553722524
Slc16a10,0.225626197,-0.553247966
Miat,0.04009856,-0.551814674
Nfyc,-0.004912741,-0.551125948
Frrs1l,-0.003709984,-0.550948894
Usp30,-0.029240163,-0.550884218
Calm3,0.134375995,-0.55044063
Elmod1,0.021865946,-0.550136239
Mri1,0.00690428,-0.549950641
Clvs2,-0.037292614,-0.548569866
Ociad2,0.484315464,-0.548279929
Cdc42se2,0.002874443,-0.546515182
Mrps12,0.103238102,-0.546255795
Dipk1b,-0.013220551,-0.545011924
Slc35a1,-0.191629619,-0.54445812
Sh3bgrl2,-0.157066949,-0.543979433
Ap5m1,-0.148941592,-0.543443609
Prickle1,0.28181871,-0.542975848
Adamts20,-0.029862812,-0.540942821
Hapln4,0.136277786,-0.540928888
Mtss2,0.098611979,-0.540538566
Zfp955b,0.027095791,-0.540055417
Tm2d1,0.02911156,-0.53963204
Tet1,0.111233204,-0.539422223
Crebzf,-0.001022859,-0.538446
Cyp4x1,-0.131840744,-0.53807701
Edc4,-0.023544437,-0.537915201
Plekhj1,-0.029661231,-0.537876422
Pdss1,-0.070332343,-0.536805681
Smpd3,-0.005309653,-0.536112878
Macrod1,0.045871872,-0.536058607
Cox6c,-0.015032763,-0.53591309
Rnf126,0.026781753,-0.535448027
Lsm7,0.053948246,-0.533259783
Naxd,0.016992406,-0.532881883
Zdhhc21,-0.006397841,-0.531885618
Hcn2,0.045828367,-0.531260842
Vwa5b2,0.027029791,-0.530177114
Slitrk4,0.079041266,-0.528498945
Aasdhppt,-0.012613994,-0.528184257
Nudcd1,-0.07428272,-0.528079246
Cox10,-0.087540557,-0.527689363
Far1,-0.067155771,-0.527162132
Fut9,-0.001371622,-0.526654768
Ryr3,-0.47118861,-0.525421152
Nxpe3,-0.085002146,-0.52465222
Mcu,-0.00398934,-0.524377175
Zfp74,-0.038738418,-0.522816437
St8sia1,0.153197303,-0.522523893
Tmem161b,0.015532004,-0.522125623
Megf9,0.077324223,-0.520802736
Ephb6,-0.059362225,-0.520711446
Cap1,-0.064888892,-0.519249109
Fgf9,0.007125792,-0.518966697
Mrps14,-0.040484529,-0.518899484
Unc80,0.003642333,-0.518856221
Cpsf6,0.023875533,-0.518569218
Gstcd,-0.119013863,-0.518218551
Idh2,-0.055515971,-0.517825881
Mtus2,-0.052101429,-0.51726592
Slc17a7,0.068015785,-0.516537463
Nol4,0.048312539,-0.515814448
Fam53a,-0.033162745,-0.515532683
Snapc1,-0.004374169,-0.51549237
Rfng,0.034700223,-0.515461113
Ciao3,-0.033814098,-0.515456441
Bora,0.093706717,-0.515008397
Vstm2a,0.033603277,-0.513443246
Lnpk,-0.029285388,-0.51336074
Ap3m2,-0.006955943,-0.512512713
Wnk3,0.053034245,-0.512280734
Fbxl6,-0.128645236,-0.511228549
Lonrf1,0.087647713,-0.51109878
Slc6a7,-0.052509493,-0.510804832
Tceal5,0.141047925,-0.508836713
Lrrc29,0.027628885,-0.508716315
Ints13,-0.027023021,-0.508251483
Srsf7,-0.084843126,-0.50808626
Gsdme,-0.003070437,-0.506761773
Luzp1,0.356906594,-0.506380716
Dnaja2,0.095497799,-0.505762889
Rps6kb2,0.005345372,-0.505752059
Tmtc2,0.514044319,-0.50519621
Slc25a3,-0.041384873,-0.505192371
Tctn3,0.077333634,-0.504884628
Cyp51,0.092472307,-0.503631496
Tfg,-0.049147497,-0.503520457
Atp2b1,-0.228467163,-0.502749397
Rsf1os2,0.009456422,-0.502231536
Zfp2,-0.097727271,-0.50188176
Nuak1,0.861791569,-0.50064833
Zfp81,0.014429627,-0.500282801
Htr4,-0.077039181,-0.50027654
Mthfd1l,-0.020911165,-0.499803161
Snca,-0.073847759,-0.498128923
Evi5,0.189101213,-0.498071638
Aste1,-0.11510279,-0.498019764
Hmgn3,-0.025457402,-0.497631814
Dusp12,-0.066234294,-0.497528115
Tmx2,-0.0923324,-0.497300728
Prkcg,0.28506385,-0.496299368
Me3,0.00699081,-0.495754731
Ppm1g,0.01034234,-0.495704951
St8sia5,0.276287627,-0.495272042
Eml5,-0.046064478,-0.494599325
Anks1b,-0.108594082,-0.494435104
Nasp,0.04549681,-0.494253596
Acap2,0.241461855,-0.493936031
Ola1,-0.004103865,-0.489184137
Nipsnap2,-0.056857714,-0.488980761
Cacna1h,0.004332609,-0.488979287
Cit,0.182334504,-0.488659985
Txndc15,-0.166690743,-0.488303418
Csrnp3,0.011864869,-0.487336584
Rassf8,0.039372396,-0.487039819
Pdzrn3,0.220247449,-0.486091331
Ppm1l,-0.193289777,-0.486002399
Mib2,0.018177551,-0.485548524
Dcaf11,-0.05787294,-0.485413821
Gls2,0.127788914,-0.483844662
Grin1,-0.11345777,-0.482951257
Fam131a,0.111629038,-0.482554547
Dleu2,-0.044527446,-0.482487942
Ccdc88c,0.132088978,-0.482011612
Pou6f1,0.17234649,-0.481504714
Atf7,-0.083787091,-0.480117609
Ccdc73,-0.041434825,-0.480116724
Tvp23b,0.116506761,-0.479936548
Vopp1,-0.018649462,-0.479217228
Mapk8,-0.06106621,-0.479108453
Pgap1,0.005312722,-0.478497028
Arhgap20,-0.042919326,-0.478432386
Ndufaf2,0.024787246,-0.478383535
Zdhhc8,-0.11432123,-0.477868075
Car11,-0.027971502,-0.476699699
Cyp7b1,-0.310602352,-0.476643274
Hivep2,0.138793781,-0.476336824
Ttc39b,-0.115005154,-0.475691185
Rab8b,0.063989679,-0.475269863
Adgrl3,-0.03566171,-0.474961831
Rims1,-0.132845695,-0.474144952
Fut8,-0.000662255,-0.473992068
Zmat3,-0.007653382,-0.473802587
Pwwp2a,0.115717391,-0.473192143
Tmem208,0.048272858,-0.472223678
Ift20,0.087907661,-0.471974873
Pou3f3,-0.049310487,-0.471791843
Cox7c,-0.010440678,-0.4715725
Pola1,-0.158555515,-0.471282133
Dcaf7,-0.074356257,-0.47047445
Rprd1a,0.063956769,-0.469146405
Katnbl1,-0.046205976,-0.468681835
Zfp398,0.034915298,-0.468458184
Emc2,-0.01523035,-0.468375495
Higd1a,0.126682509,-0.4680819
Angpt2,-0.01711438,-0.467961571
Fndc9,0.002665851,-0.467232022
Tbc1d30,0.071964794,-0.467053837
Nlk,0.038013629,-0.466379276
Tmem167,-0.140234815,-0.466022029
Phb2,0.019232555,-0.465937376
Pnn,-0.050684398,-0.465781705
Prr7,0.032012731,-0.465753376
Slc35c2,0.046869223,-0.465403215
Cfl2,-0.074218795,-0.464568646
Nif3l1,0.024141619,-0.463684743
Mkln1os,0.064572928,-0.463527153
Sorl1,0.182167505,-0.463464546
Greb1l,-0.098638061,-0.463145766
Fam216a,0.126700068,-0.463087069
Acvr2a,-0.061177571,-0.462882046
Nr1d2,-0.023508412,-0.462798581
Ro60,0.045432714,-0.462665627
Hip1r,-0.049650607,-0.461037243
Zfp563,-0.097105701,-0.460580665
Cd47,0.064911917,-0.459832197
Sertad2,-0.051165183,-0.458440255
Zfp955a,-0.04367609,-0.458246842
Zfp950,-0.026017704,-0.457982554
C9orf72,-0.10049001,-0.457927929
Trmt6,0.095996686,-0.457859698
Bpnt1,-0.000461593,-0.457855381
Tasor2,0.091643593,-0.45746277
Cox4i1,0.069903161,-0.457419498
Ralgapa2,0.251863627,-0.457337219
Purb,0.087380718,-0.456203113
Ubc,0.000757124,-0.456009867
Ppid,0.048363806,-0.455812683
Mapk1ip1,0.113135875,-0.455409267
Rnpep,-0.012823697,-0.455157395
St7,-0.051444244,-0.454944307
Ano3,-0.530876638,-0.453215772
Robo2,0.008056528,-0.452648748
Ccl27a,0.077552999,-0.45258166
Ncapd2,-0.085602135,-0.451924782
Parp8,-0.011558844,-0.451821937
Srpk1,-0.062781859,-0.451553773
Il1rap,0.035894794,-0.450322934
Akap8,-0.014800804,-0.449029234
Dhx30,-0.071882711,-0.448720961
Zfp260,0.124825956,-0.448588861
Npat,-0.064909535,-0.447484495
Cntln,-0.093303527,-0.447006991
Efr3a,-0.01454576,-0.4466895
Rpe,-0.12946484,-0.44653966
Bphl,-0.071360037,-0.445923862
Pstk,-0.065716646,-0.445133658
Atp5a1,-0.019522848,-0.442625757
Aco2,-0.330288399,-0.442196865
Arglu1,-0.078746579,-0.441853968
Emc10,0.077911668,-0.44163241
Slco4c1,-0.174742397,-0.44111584
Adamts17,-0.013869456,-0.440697292
Sumo2,-0.009690825,-0.440312482
Kansl1l,-0.11661791,-0.439647188
Lamp1,-0.019048832,-0.439628175
Atg16l2,-0.02390403,-0.438327187
Wbp11,-0.050840388,-0.438085885
Ankmy2,-0.005596997,-0.43736041
Dock3,-0.137930755,-0.437090675
Usp46,0.039882472,-0.436835726
Vamp1,0.625406827,-0.436810839
Macrod2,-0.029744498,-0.436243735
Phlpp2,-0.244866225,-0.432464971
Hecw2,-0.530174744,-0.43212347
Lrrc8b,0.234988715,-0.431250354
Taf4b,-0.009874368,-0.430649316
Ube2j1,0.119211164,-0.430636387
Slco2a1,-0.144606602,-0.430475488
Ankra2,-0.062353122,-0.429788207
Enpp2,-0.015914129,-0.428869466
Ublcp1,0.03417145,-0.428285252
Tub,0.13300056,-0.427262453
Dlgap1,-0.125711626,-0.425608873
Gucy1b1,-0.032473716,-0.425046075
Sacm1l,0.050081699,-0.424999034
Mtmr12,0.28809289,-0.424988607
Rhot2,0.055183925,-0.42434506
Akap7,-0.306407424,-0.424092201
Ccdc28b,0.028855926,-0.422684449
Snap25,0.12854289,-0.421993773
Agbl4,-0.138383571,-0.42196843
Diras2,-0.645311901,-0.421957415
Reck,-0.060384806,-0.421777641
Bbof1,0.008145079,-0.421711265
Dgke,-0.107183144,-0.421584364
Zfp846,-0.056637167,-0.420800842
Gls,-0.026798393,-0.420464543
Pura,-0.031689505,-0.419577971
Rab24,0.115617911,-0.419513133
Cpeb2,-0.042503353,-0.419024588
Zfp608,0.037669208,-0.418988633
Pclo,-0.062013283,-0.417730285
Cul4a,-0.101456373,-0.417579944
Trpc4,0.013867296,-0.417139839
Cetn3,-0.038621472,-0.416555732
Nav3,-0.018823308,-0.416378515
Hnrnph1,-0.007266751,-0.416302044
Ptpn1,0.03626029,-0.415924414
Yipf4,-0.149395793,-0.415716223
Epha5,-0.011953318,-0.415253467
Mmaa,0.042337483,-0.415021538
St3gal5,-0.000898242,-0.414338915
Cenpp,0.065393085,-0.412760221
Srsf1,0.033282841,-0.412291164
Trerf1,0.021317371,-0.411940147
Preb,0.022363747,-0.411695816
Magi3,-0.030059523,-0.411511608
Cep44,0.044997416,-0.411377648
Hjurp,0.146370861,-0.410473448
Ints6l,-0.295756238,-0.410276901
Tjap1,0.058996002,-0.410247781
Polr3a,0.073079151,-0.409909907
Gpm6b,-0.134251364,-0.409706
Ecsit,0.076240189,-0.408125365
Mtch2,0.079735425,-0.408087299
Gpm6a,-0.04177212,-0.406680621
Ubxn11,0.034122257,-0.40667601
Mal2,-0.055559828,-0.406437868
Msh3,-0.35453289,-0.40612618
Aifm3,0.404440967,-0.405838703
Dok6,-0.400913352,-0.405823729
Pex13,0.090820512,-0.404820836
Ssbp2,-0.210100856,-0.404793629
Rapgefl1,-0.070281239,-0.404192539
Sh3bp1,0.075323855,-0.403519148
Btf3l4,-0.128669348,-0.402722124
Kalrn,-0.004120874,-0.402426648
Ddb2,-0.029202895,-0.402187361
Fnbp1l,-0.011733343,-0.400429311
Hlcs,-0.100435187,-0.397491157
Fgfr2,0.002383826,-0.397087877
Lmo7,0.050314858,-0.39701452
Rap1gap,0.316284464,-0.396847366
Cnnm1,0.04484557,-0.396294964
Atp5j2,0.010758639,-0.396273042
Coq5,-0.033757977,-0.396214223
Mtmr1,0.051336646,-0.395255975
Ubtd2,-0.065984952,-0.395017227
Dpf1,0.59513484,-0.393915494
Csgalnact1,-0.118874831,-0.393156607
Nrf1,-0.131443804,-0.392883855
Pus7,0.022118,-0.392816809
Prickle2,0.033403726,-0.391967373
Tomm40,0.010927327,-0.391601398
Fubp3,-0.079467867,-0.391080963
Slitrk5,-0.029191902,-0.390862557
Ripor2,0.02240641,-0.390640926
Fmn2,-0.023025265,-0.390429175
Nmt2,0.058811742,-0.390051384
Ndufa10,0.016992472,-0.389965632
Dvl2,-0.090221468,-0.389127168
Fam57b,-0.043835305,-0.387467199
Chic1,0.020673202,-0.386573502
Lnx1,0.055904701,-0.386455837
Gas7,-0.017080012,-0.38617683
Ddx55,-0.003506991,-0.385827897
Stt3b,0.078155583,-0.385183418
Sgk3,-0.056704709,-0.384792918
Flt3,0.018579969,-0.384032873
Ppia,0.015970436,-0.383859167
Hibch,-0.464616537,-0.383655063
Osbpl1a,-0.440883232,-0.383317033
Atpaf1,-0.035736322,-0.382640983
Pls1,-0.041461566,-0.382360809
Timmdc1,0.13011679,-0.382198636
Puf60,-0.043690236,-0.381355782
Abi2,-0.068327957,-0.381242126
Nsmaf,-0.0967683,-0.381182312
Manf,-0.011734179,-0.381136602
Snrk,0.023877539,-0.380991518
Gabrb3,0.012864265,-0.380942977
Ppp3r1,0.042072799,-0.380254702
Ptprd,0.026957829,-0.379865884
Rapgef2,0.284674754,-0.378694958
Ly6h,0.03269232,-0.377875764
Rasgrf1,-0.003683439,-0.376911239
Usp50,0.019554195,-0.376701402
Rnf157,0.030089801,-0.376456407
Timm9,0.023330361,-0.374703249
Ckb,0.013623263,-0.37413528
Eny2,0.048572231,-0.373626798
Dlg2,-0.019477299,-0.373207106
Pdzrn4,0.059865617,-0.372821397
Sncb,0.082184593,-0.372654312
Sun1,-0.076598199,-0.372339876
Srpr,0.051633127,-0.372100533
Ckmt1,0.166365023,-0.371847402
Gdap1,-0.043823128,-0.370939555
Cox8a,-0.02265859,-0.3709271
Dynll1,0.012643023,-0.370240902
Hpf1,0.042518202,-0.369771979
Zfyve9,0.191947126,-0.369548008
Coq10b,-0.081905382,-0.368859779
Btbd8,-0.082747041,-0.367755623
Mtf2,-0.081945906,-0.366060383
Nfib,0.027614259,-0.365145118
Prkcb,0.020008163,-0.36514282
Dnajc24,-0.062415404,-0.363750874
Elp2,-0.033906594,-0.362822996
Fam76b,-0.115552181,-0.362135532
Lysmd4,0.087943515,-0.361893061
Sgpp2,0.381050034,-0.361731879
Unc5c,-0.348312348,-0.355962817
Chrna7,-0.454117653,-0.354910192
Cdc40,0.043317539,-0.354153354
Brdt,0.125100464,-0.353754567
Rbm26,-0.188007617,-0.353731635
Ssr4,0.078915702,-0.35342014
Ndfip2,-0.017014554,-0.353390659
Ino80dos,-0.02646437,-0.352965248
Pfn2,0.060722445,-0.352641258
Grin2a,0.102527158,-0.352460236
Sirt7,-0.042100473,-0.352261485
Sar1b,0.045354176,-0.35005518
Cnr1,-0.024485747,-0.349699615
Nudt5,0.08343878,-0.348760193
Actr3b,-0.263018983,-0.348570069
Rnf150,0.23817057,-0.348091506
Dld,0.018037745,-0.348008269
Cck,0.063106116,-0.346942847
Atp5l,-0.029405597,-0.345153753
Nrg2,0.122717249,-0.345087432
Nell2,0.222253585,-0.345052679
Xrcc6,0.104942619,-0.344740568
Slc25a23,-0.012630325,-0.34433502
Inka2,0.030138626,-0.344214027
Rmdn1,0.023581136,-0.343852413
Ppib,-0.067180975,-0.343726863
Klhdc10,0.028148576,-0.3413034
Cdk17,0.040481413,-0.33886396
Lgr4,-0.06360036,-0.338489115
Leng8,0.103897581,-0.337700404
Ube2w,0.0609917,-0.33730909
Med12l,0.00922752,-0.336826023
Snx3,0.109812211,-0.335405878
Tmem245,-0.006424461,-0.334681151
Ccdc85a,-0.064628367,-0.334488091
Eml4,-0.026411371,-0.334375588
