X,avg_log2FC,pct.1,pct.2,p_val_adj
Cmtm8,0.647632266,0.009,0.003,1
Cmtr1,0.300743057,0.384,0.309,1
Cmtr2,0.796679206,0.036,0.032,1
Cmya5,-0.138249216,0.027,0.018,1
CN725425,-0.253764605,0.007,0.008,1
Cnbd1,0.226204958,0.014,0.008,1
Cnbd2,-0.115724252,0.332,0.359,1
Cnbp,0.025098735,0.253,0.243,1
Cndp1,-2.506269012,0.014,0.034,1
Cndp2,-0.765782398,0.084,0.111,1
Cnep1r1,-0.034677227,0.271,0.274,1
Cnfn,0,0,0,1
Cnga1,0.27288883,0.002,0,1
Cnga2,0,0,0,1
Cnga3,-0.587130168,0,0.003,1
Cnga4,-2.227264304,0,0.008,1
Cngb1,0.766103662,0.005,0,1
Cngb3,0.044835354,0.011,0.013,1
Cnih1,-0.579082815,0.153,0.198,1
Cnih2,-0.527622048,0.063,0.079,1
Cnih3,0.056145359,0.307,0.33,1
Cnih4,-0.058464814,0.217,0.224,1
Cnksr1,1.426109297,0.005,0,1
Cnksr2,-0.022237766,0.702,0.712,1
Cnksr3,0.412843088,0.081,0.053,1
Cnmd,0.003011947,0.12,0.113,1
Cnn1,0.1200883,0.009,0.008,1
Cnn2,-0.972630854,0.005,0.005,1
Cnn3,-0.783752348,0.063,0.066,1
Cnnm1,-0.0062032,0.316,0.372,1
Cnnm2,0.050074175,0.474,0.454,1
Cnnm3,-0.135049898,0.174,0.185,1
Cnnm4,-0.389882589,0.065,0.074,1
Cnot1,0.206571288,0.546,0.491,1
Cnot10,0.069784536,0.555,0.528,1
Cnot11,-0.569586024,0.081,0.111,1
Cnot2,-0.111157161,0.664,0.694,1
Cnot3,-0.087638567,0.639,0.67,1
Cnot4,0.136801311,0.86,0.834,1
Cnot6,-0.370638928,0.228,0.248,1
Cnot6l,-0.163525576,0.508,0.549,1
Cnot7,0.116058236,0.431,0.404,1
Cnot8,0.727589155,0.217,0.15,1
Cnot9,0.078240933,0.248,0.237,1
Cnp,0.532395488,0.142,0.09,1
Cnppd1,-0.533099872,0.117,0.142,1
Cnpy1,0,0,0,1
Cnpy2,-1.144777933,0.07,0.132,1
Cnpy3,0.601590087,0.129,0.111,1
Cnpy4,0.254941675,0.034,0.026,1
Cnr1,-0.241477158,0.181,0.177,1
Cnr2,-0.570221025,0.005,0.005,1
Cnrip1,0.035623062,0.549,0.549,1
Cnst,-0.173405187,0.201,0.237,1
Cntd1,1.184965056,0.054,0.026,1
Cntf,-0.605439976,0.014,0.018,1
Cntfr,-0.117612602,0.244,0.245,1
Cntln,-0.120288772,0.483,0.493,1
Cntn1,0.00352408,0.968,0.963,1
Cntn2,-0.146410728,0.406,0.441,1
Cntn3,-0.133226562,0.7,0.768,1
Cntn4,-0.144210973,0.984,0.987,1
Cntn5,-0.381453572,0.966,0.989,1
Cntn6,0.037372329,0.935,0.953,1
Cntnap1,-0.32080656,0.424,0.478,1
Cntnap2,-0.14247531,1,1,1
Cntnap3,0.164962032,0.014,0.008,1
Cntnap4,0.009407956,0.975,0.939,1
Cntnap5a,0.066326787,1,0.997,1
Cntnap5b,0.036814991,0.813,0.773,1
Cntnap5c,0.085281515,0.492,0.499,1
Cntrl,0.09397693,0.163,0.166,1
Cntrob,-0.166365171,0.12,0.14,1
Cntrobos,0,0,0,1
Coa3,-0.517315029,0.102,0.135,1
Coa4,0.024610968,0.016,0.013,1
Coa5,-0.17917197,0.108,0.124,1
Coa6,-1.087764571,0.061,0.108,1
Coa7,-0.184899945,0.108,0.132,1
Coasy,0.428945137,0.12,0.103,1
Cobl,0.128602652,0.74,0.694,1
Cobll1,-0.293338578,0.09,0.119,1
Coch,0.59143167,0.047,0.024,1
Cog1,-0.268813112,0.185,0.19,1
Cog2,-0.416051952,0.221,0.277,1
Cog3,-0.430275608,0.332,0.396,1
Cog4,0.223371074,0.485,0.456,1
Cog5,-0.114749361,0.801,0.831,1
Cog6,0.252287397,0.352,0.303,1
Cog7,-0.158097914,0.233,0.232,1
Cog8,0.062845938,0.244,0.235,1
Coil,-0.327115938,0.172,0.198,1
Col10a1,-1.203539958,0,0.005,1
Col11a1,-1.074861682,0.097,0.179,1
Col11a2,-0.015246285,0.034,0.029,1
Col12a1,-0.27478339,0.009,0.013,1
Col13a1,-2.580793342,0.002,0.013,1
Col14a1,0.452892647,0.059,0.032,1
Col15a1,-0.664868464,0.02,0.016,1
Col16a1,0.338420794,0.323,0.303,1
Col17a1,0.61812134,0.009,0.003,1
Col18a1,-0.61604375,0.025,0.026,1
Col19a1,-0.013648179,0.334,0.346,1
Col1a1,-2.294267931,0,0.003,1
Col1a2,1.141719971,0.002,0,1
Col20a1,-0.178210622,0.05,0.063,1
Col22a1,0.871249576,0.065,0.05,1
Col23a1,1.514388859,0.02,0.011,1
Col24a1,1.12636036,0.038,0.021,1
Col25a1,-0.736801047,0.106,0.137,1
Col26a1,-0.49203774,0.086,0.129,1
Col27a1,0.635174361,0.002,0,1
Col28a1,-0.233706624,0.009,0.005,1
Col2a1,0.994306593,0.014,0.005,1
Col3a1,0,0,0,1
Col4a1,-0.027372893,0.3,0.301,1
Col4a2,-0.223876871,0.445,0.47,1
Col4a3,-0.345848599,0.007,0.005,1
Col4a3bp,-0.138648733,0.56,0.575,1
Col4a4,-0.434376587,0.038,0.05,1
Col4a5,0.175152506,0.032,0.037,1
Col4a6,1.02248688,0.02,0.005,1
Col5a1,-1.215909161,0.007,0.011,1
Col5a2,0,0,0,1
Col5a3,0.213909979,0.002,0,1
Col6a1,-1.894510943,0.005,0.016,1
Col6a2,0,0,0,1
Col6a3,0,0,0,1
Col6a4,0.396028988,0.007,0.003,1
Col6a5,-0.587130168,0,0.003,1
Col6a6,-1.694342316,0,0.005,1
Col7a1,0.018343141,0.038,0.034,1
Col8a1,-0.474997108,0.084,0.103,1
Col8a2,1.161298702,0.009,0.003,1
Col9a1,-0.105443068,0.002,0.005,1
Col9a2,-0.075031322,0.038,0.032,1
Col9a3,0.9242546,0.011,0.005,1
Colca2,-1.419176372,0,0.005,1
Colec10,0.749446399,0.009,0.003,1
Colec11,-0.810764332,0.002,0.005,1
Colec12,0.975883988,0.016,0.018,1
Colgalt1,-0.177801554,0.214,0.198,1
Colgalt2,0.152012234,0.549,0.499,1
Colq,1.074207236,0.05,0.021,1
Commd1,-0.133638871,0.228,0.243,1
Commd10,0.239750061,0.476,0.412,1
Commd2,-0.33676358,0.068,0.082,1
Commd3,-0.186150354,0.388,0.404,1
Commd4,-0.933491339,0.138,0.203,1
Commd5,0.665605272,0.007,0.005,1
Commd6,-0.438884598,0.097,0.148,1
Commd7,-0.566860648,0.126,0.187,1
Commd8,-0.898977752,0.041,0.053,1
Commd9,-0.451461737,0.063,0.095,1
Comp,-0.286001117,0.032,0.034,1
Comt,-0.05312567,0.6,0.549,1
Comtd1,-1.268601329,0.097,0.195,1
Cop1,0.15162476,0.661,0.628,1
Copa,0.067879547,0.56,0.493,1
Copb1,-0.003536191,0.429,0.435,1
Copb2,-0.16108307,0.176,0.172,1
Cope,-0.129583872,0.323,0.325,1
Copg1,0.060917046,0.56,0.525,1
Copg2,-0.051915727,0.786,0.747,1
Coprs,-0.511313114,0.12,0.164,1
Cops2,0.169773848,0.361,0.293,1
Cops3,0.138180408,0.359,0.327,1
