X,avg_log2FC,pct.1,pct.2,p_val_adj
Vmn2r97,0.719691221,0.014,0.015,1
Vmn2r98,0.252048588,0.171,0.204,1
Vmn2r99,-0.844235042,0.016,0.028,1
Vmn2r-ps117,0.66196575,0.012,0.011,1
Vmn2r-ps130,0.015871184,0.477,0.552,1
Vmn2r-ps159,0.058396985,0.07,0.091,1
Vmo1,-0.100665966,0.183,0.248,1
Vmp1,-0.148928846,0.111,0.183,1
Vnn1,0.012258421,0.384,0.431,1
Vnn3,-0.628482329,0.014,0.028,1
Vopp1,-0.485952835,0.539,0.722,0.00049642
Vpreb1,-0.263993596,0.03,0.042,1
Vpreb2,-0.010649081,0.213,0.287,1
Vpreb3,0.323686438,0.66,0.669,1
Vps11,0.125448954,0.133,0.153,1
Vps13a,-1.088580324,0.022,0.062,1
Vps13b,-0.2104636,0.195,0.272,1
Vps13c,-0.455168778,0.048,0.051,1
Vps13d,-0.222110729,0.058,0.085,1
Vps16,0.012855156,0.083,0.104,1
Vps18,0,0,0,1
Vps25,0.35445642,0.264,0.289,1
Vps26a,-0.192741723,0.099,0.168,1
Vps26b,-0.00869464,0.553,0.626,1
Vps26c,0.015251391,0.085,0.089,1
Vps28,-0.519240982,0.06,0.127,1
Vps29,-0.32767467,0.151,0.238,1
Vps33a,0.098594904,0.672,0.703,1
Vps33b,-1.008564364,0.004,0.013,1
Vps35,-0.039336967,0.068,0.085,1
Vps35l,0.103715011,0.03,0.036,1
Vps36,-1.368756544,0.002,0.004,1
Vps37a,-0.543028683,0.25,0.408,0.092818556
Vps37b,1.026696673,0.014,0.011,1
Vps37c,0.257357228,0.276,0.329,1
Vps37d,-0.900914341,0.41,0.667,9.68E-11
Vps39,-1.024209775,0.179,0.344,0.000540865
Vps41,-0.606268444,0.129,0.257,0.074259424
Vps45,-0.836320547,0.012,0.03,1
Vps4a,0,0,0,1
Vps4b,-0.769759321,0.304,0.524,0.0000284
Vps50,0.480078492,0.099,0.11,1
Vps51,-0.091060575,0.62,0.709,1
Vps52,-0.502285801,0.36,0.527,0.052837032
Vps53,-0.786422244,0.201,0.344,0.038013486
Vps54,-0.553180896,0.221,0.369,0.23205443
Vps72,0.587953446,0.058,0.057,1
Vps8,0.299574313,0.109,0.146,1
Vps9d1,-0.303406693,0.105,0.161,1
Vrk1,-0.08895524,0.276,0.369,1
Vrk2,0.088818273,0.235,0.276,1
Vrk3,0.018556682,0.31,0.378,1
Vrtn,-0.207901706,0.05,0.074,1
Vsig1,-1.06765402,0.024,0.045,1
Vsig10,0.254531132,0.125,0.121,1
Vsig10l,-0.058732997,0.819,0.864,1
Vsig2,0.28863246,0.087,0.104,1
Vsig4,-1.218307726,0.058,0.115,1
Vsig8,0,0,0,1
Vsir,-0.375742965,0.099,0.136,1
Vsnl1,-1.459154536,0,0.002,1
Vstm2a,0.497583398,0.056,0.057,1
Vstm2b,0.001740041,0.165,0.227,1
Vstm2l,-1.76982399,0.004,0.025,1
Vstm4,-0.237229678,0.181,0.27,1
Vstm5,1.175889908,0.026,0.017,1
Vsx1,0.148343618,0.368,0.372,1
Vsx2,-0.609537503,0.002,0.004,1
Vta1,-1.065447909,0.032,0.093,1
Vtcn1,0.102468199,0.235,0.297,1
Vti1a,-0.60830016,0,0.002,1
Vti1b,-0.221434057,0.093,0.153,1
Vtn,-0.3313213,0.129,0.2,1
Vwa1,-0.743359677,0.006,0.013,1
Vwa2,0,0,0,1
Vwa3a,0,0,0,1
Vwa3b,-0.089406838,0.304,0.397,1
Vwa5a,-0.273578112,0.044,0.049,1
Vwa5b1,-0.189366528,0.3,0.38,1
Vwa5b2,-1.058603615,0.044,0.085,1
Vwa7,-0.357685484,0.225,0.357,1
Vwa8,0,0,0,1
Vwc2,-1.594057172,0.01,0.036,1
Vwc2l,0.062419984,0.131,0.142,1
Vwce,-0.032377222,0.264,0.342,1
Vwde,-0.152917788,0.256,0.35,1
Vwf,-0.372692747,0.221,0.329,1
Vxn,-0.737473431,0.083,0.168,1
Wac,-0.059573532,0.378,0.497,1
Wap,-0.139305658,0.465,0.563,1
Wapl,0.060422445,0.628,0.696,1
Wars,-1.758289851,0.036,0.096,1
Wars2,-0.722809159,0.189,0.35,0.003107117
Was,0,0,0,1
Wasf1,0.133945036,0.099,0.127,1
Wasf2,-1.879042739,0.002,0.013,1
Wasf3,0.090825765,0.332,0.418,1
Washc1,0.100369619,0.575,0.652,1
Washc2,0.339486343,0.002,0,1
Washc3,-0.116659215,0.437,0.558,1
Washc4,0,0,0,1
Washc5,-0.125078572,0.308,0.372,1
Wasl,-0.076107322,0.362,0.461,1
Wbp1,-0.030626451,0.606,0.675,1
Wbp11,0.054738494,0.736,0.752,1
Wbp1l,0.28178524,0.258,0.312,1
Wbp2,0.225616841,0.555,0.565,1
Wbp2nl,0.146305047,0.394,0.463,1
Wbp4,0.065483775,0.396,0.465,1
Wbscr25,-0.054612781,0.324,0.414,1
Wdcp,0.143242551,0.577,0.62,1
Wdfy1,-0.816889892,0.245,0.342,1
Wdfy2,-0.491287285,0.006,0.017,1
Wdfy3,0,0,0,1
Wdfy4,-0.577872449,0.153,0.261,1
Wdhd1,-0.217344222,0.724,0.837,1
Wdpcp,0.088908918,0.996,1,1
Wdr1,0.142808185,0.734,0.771,1
Wdr11,0.054891429,0.551,0.62,1
Wdr12,-0.134217643,0.054,0.085,1
Wdr13,0.130920135,0.239,0.261,1
Wdr17,-0.341345707,0.215,0.323,1
Wdr18,-0.086106053,0.322,0.399,1
Wdr19,0.019160973,0.92,0.955,1
Wdr20,-0.001902145,0.807,0.885,1
Wdr20rt,0.034557139,0.746,0.813,1
Wdr24,0.242621323,0.183,0.183,1
Wdr25,0.256903257,0.221,0.248,1
Wdr26,0.034544007,0.173,0.24,1
Wdr27,-1.719669259,0.002,0.002,1
Wdr3,0.247965746,0.266,0.321,1
Wdr31,-0.038636542,0.326,0.406,1
Wdr33,-0.428899934,0.656,0.82,0.000368951
Wdr34,-0.214336327,0.139,0.195,1
Wdr35,0.035519534,0.465,0.537,1
Wdr36,0.259646013,0.183,0.229,1
Wdr37,-0.163685414,0.26,0.372,1
Wdr38,-1.233822262,0.004,0.015,1
Wdr4,-0.572034313,0.002,0.004,1
Wdr41,0,0,0,1
Wdr43,0.589520879,0.002,0,1
Wdr44,-2.723129347,0,0.006,1
Wdr45,-1.733333801,0,0.006,1
Wdr45b,0.278812301,0.374,0.384,1
Wdr46,-0.279027216,0.105,0.161,1
Wdr47,0.21531518,0.27,0.335,1
Wdr48,0.101203407,0.298,0.361,1
Wdr49,-0.12926541,0.328,0.437,1
Wdr5,-0.123362998,0.344,0.423,1
Wdr53,-0.156514756,0.268,0.359,1
Wdr54,0,0,0,1
Wdr55,0,0,0,1
Wdr59,0,0,0,1
Wdr5b,0,0,0,1
Wdr6,0,0,0,1
Wdr60,0,0,0,1
Wdr61,0,0,0,1
Wdr62,0,0,0,1
Wdr63,0,0,0,1
Wdr64,0,0,0,1
