X,avg_log2FC,pct.1,pct.2,p_val_adj
Scn4b,-0.465960176,0.108,0.154,3.14E-11
Scn5a,0.596540086,0.025,0.02,1
Scn7a,0.713772476,0.038,0.026,1
Scn8a,0.102807721,0.899,0.896,0.00000166
Scn9a,0.483681027,0.59,0.538,8.11E-19
Scnm1,-0.356885834,0.094,0.127,0.0000136
Scnn1a,-1.293716311,0.011,0.028,6.85E-09
Scnn1b,0.780421852,0.005,0.003,1
Scnn1g,0,0,0,1
Sco1,-0.01686304,0.028,0.031,1
Sco2,-0.489093256,0.036,0.052,0.045162778
Scoc,-0.208979104,0.199,0.228,1
Scp2,-0.26896957,0.212,0.256,0.000147852
Scp2d1,0.237220489,0.001,0.001,1
Scpep1,-0.105850714,0.325,0.359,1
Scpep1os,0.713406193,0.149,0.111,4.41E-09
Scrg1,-0.504091892,0.003,0.004,1
Scrib,-0.450134054,0.127,0.164,0.00000569
Scrn1,-0.117815362,0.425,0.489,0.0000191
Scrn2,-0.215339406,0.008,0.01,1
Scrn3,-0.024968441,0.207,0.222,1
Scrt1,-0.165513576,0.178,0.217,0.002049955
Scrt2,0.26003883,0.089,0.078,1
Sct,-1.42080069,0,0.001,1
Sctr,-0.482726155,0.001,0.002,1
Scube1,-0.010099567,0.168,0.19,1
Scube2,0.181042907,0.026,0.026,1
Scube3,0.69244595,0.115,0.087,0.0000263
Scx,-0.659873454,0.007,0.01,1
Scyl1,-0.261470242,0.112,0.132,1
Scyl2,0.06276096,0.406,0.415,1
Scyl3,0.121278842,0.202,0.2,1
Sdad1,-0.16328642,0.219,0.248,1
Sdc1,0.11905718,0.002,0.001,1
Sdc2,0.073003159,0.302,0.322,1
Sdc3,-0.083386212,0.091,0.106,1
Sdc4,-0.380349473,0.001,0.002,1
Sdcbp,0.185442795,0.403,0.385,1
Sdcbp2,-0.184119168,0.018,0.023,1
Sdccag3,0,0,0,1
Sdccag8,0.159633132,0.75,0.741,1.65E-08
Sde2,-0.118141626,0.123,0.139,1
Sdf2,-0.112390966,0.233,0.264,1
Sdf2l1,-1.006266536,0.016,0.034,0.000000186
Sdf4,0.011019682,0.29,0.304,1
Sdha,0.021329351,0.591,0.606,1
Sdhaf1,-0.657675027,0.04,0.067,5.01E-09
Sdhaf2,-0.052997461,0.313,0.336,1
Sdhaf3,-0.064646645,0.331,0.358,1
Sdhaf4,-0.485034767,0.062,0.087,0.000453975
Sdhb,-0.209374235,0.379,0.426,0.000945174
Sdhc,-0.123888268,0.272,0.296,1
Sdhd,-0.281665311,0.114,0.149,0.0000738
Sdk1,0.008971423,0.399,0.436,1
Sdk2,0.436572373,0.774,0.74,1.35E-58
Sdr16c5,0.376583826,0.001,0.001,1
Sdr16c6,0,0,0,1
Sdr39u1,-0.164267321,0.09,0.106,1
Sdr42e1,-0.085040655,0.041,0.051,1
Sdr9c7,0.88324259,0.001,0,1
Sds,1.207385561,0.009,0.005,1
Sdsl,-0.321958266,0.032,0.045,1
Sebox,-0.805772903,0.003,0.005,1
Sec1,0.192731969,0.013,0.014,1
Sec11a,-0.036534785,0.45,0.473,1
Sec11c,-0.121064424,0.184,0.21,1
Sec13,-0.114415146,0.179,0.207,1
Sec14l1,0.085789406,0.598,0.598,1
Sec14l2,0.006593098,0.054,0.052,1
Sec14l3,0,0,0,1
Sec14l4,-1.023203815,0.001,0.003,1
Sec14l5,0.106087086,0.008,0.007,1
Sec16a,0.025015813,0.415,0.426,1
Sec16b,-0.243914931,0.021,0.026,1
Sec22a,0.162417959,0.412,0.412,1
Sec22b,0.064691953,0.275,0.281,1
Sec22c,0.091605989,0.083,0.083,1
Sec23a,0.000654413,0.519,0.546,1
Sec23b,0.000308219,0.255,0.27,1
Sec23ip,-0.017849033,0.277,0.29,1
Sec24a,-0.031920446,0.661,0.69,1
Sec24b,0.036218885,0.787,0.784,1
Sec24c,0.061773778,0.234,0.237,1
Sec24d,0.30889527,0.397,0.367,0.000173137
Sec31a,-0.146097915,0.479,0.528,0.015612128
Sec31b,-0.187266957,0.011,0.013,1
Sec61a1,-0.220906784,0.342,0.405,0.000000014
Sec61a2,0.060580543,0.744,0.742,1
Sec61b,-0.455068111,0.044,0.062,0.037791632
Sec61g,-0.264193543,0.24,0.28,0.003623861
Sec62,-0.141015503,0.614,0.661,0.000884835
Sec63,0.015878282,0.608,0.617,1
Secisbp2,0.09612983,0.344,0.358,1
Secisbp2l,-0.095624076,0.389,0.424,1
Sectm1a,0,0,0,1
Sectm1b,0.832136868,0.001,0.001,1
Seh1l,-0.225196271,0.111,0.136,0.123843351
Sel1l,-0.000330309,0.668,0.678,1
Sel1l2,-0.310800807,0.018,0.022,1
Sel1l3,0.383659793,0.549,0.516,1.12E-17
Sele,0,0,0,1
Selenbp1,-1.088698709,0.007,0.013,1
Selenbp2,-0.064923435,0.056,0.058,1
Selenof,0.026334241,0.259,0.269,1
Selenoh,-0.23163282,0.018,0.023,1
Selenoi,0.10270013,0.493,0.501,1
Selenok,-0.380335041,0.306,0.399,2.15E-24
Selenok-ps1,0.264933479,0.04,0.037,1
Selenom,-0.637604331,0.276,0.386,3.22E-40
Selenon,-0.00498956,0.11,0.109,1
Selenoo,-0.069277441,0.173,0.187,1
Selenop,-0.929908482,0.004,0.005,1
Selenos,-0.09693043,0.118,0.139,1
Selenot,0.011004526,0.326,0.347,1
Selenov,-0.262676644,0.009,0.009,1
Selenow,-0.312453266,0.442,0.517,4.88E-15
Sell,0,0,0,1
Selp,-0.31866428,0.002,0.002,1
Selplg,0.393845926,0.003,0.003,1
Sem1,-0.216968287,0.268,0.316,0.00026543
Sema3a,-0.221722118,0.124,0.148,0.877906233
Sema3b,0.108066764,0.002,0.001,1
Sema3c,-0.194056421,0.342,0.394,0.000474644
Sema3d,0.289669022,0.041,0.037,1
Sema3e,0.063076084,0.345,0.363,1
Sema3f,0.07894706,0.019,0.021,1
Sema3g,-0.192791971,0.001,0.001,1
Sema4a,-0.292094701,0.172,0.218,0.00000048
Sema4b,0.011609051,0.281,0.294,1
Sema4c,-0.204400667,0.017,0.021,1
Sema4d,0.21861822,0.438,0.407,0.00073983
Sema4f,-0.060909513,0.13,0.145,1
Sema4g,-0.118065404,0.1,0.114,1
Sema5a,-0.091008606,0.28,0.298,1
Sema5b,-0.040633708,0.139,0.153,1
Sema6a,0.211638582,0.214,0.199,1
Sema6b,-0.337252696,0.155,0.204,1.09E-09
Sema6c,-0.410111652,0.102,0.144,1.92E-09
Sema6d,0.103711246,0.909,0.911,0.00520279
Sema7a,-0.512053845,0.194,0.272,5.96E-24
Senp1,-0.008346851,0.276,0.29,1
Senp2,0.046886892,0.516,0.533,1
Senp3,-0.085276144,0.215,0.24,1
Senp5,0.047649714,0.694,0.708,1
Senp6,0.033089868,0.722,0.72,1
Senp7,0.076164534,0.733,0.739,1
Senp8,-0.118563954,0.423,0.465,1
Sephs1,0.021063224,0.15,0.158,1
Sephs2,-0.732655569,0.026,0.043,0.000376019
Sepsecs,0.06281039,0.287,0.309,1
Septin1,-0.39175946,0.192,0.257,2.79E-15
Septin10,-0.109459104,0.151,0.17,1
Septin11,-0.079955144,0.641,0.666,1
Septin12,-1.900455348,0,0.001,1
Septin14,0.296949618,0.003,0.002,1
Septin2,-0.051414105,0.14,0.158,1
Septin3,0.064877156,0.572,0.58,1
Septin4,-0.054361888,0.469,0.504,1
Septin5,-0.274670908,0.051,0.07,0.026891147
Septin6,-0.013049541,0.493,0.517,1
Septin7,-0.126833648,0.726,0.753,0.042638006
Septin8,-0.095530449,0.42,0.464,1
Septin9,0.050449959,0.03,0.03,1
Serac1,0.110774661,0.43,0.434,1
Serbp1,-0.120079743,0.564,0.61,0.115611857
Serf1,-0.238377699,0.042,0.057,0.689649171
Serf2,-0.358135923,0.317,0.394,1.82E-16
Sergef,0.136626819,0.533,0.531,1
Serhl,0.230685974,0.014,0.012,1
Serinc1,-0.206014845,0.438,0.503,0.000000168
Serinc2,-0.015588608,0.284,0.302,1
Serinc3,0.03565504,0.418,0.427,1
Serinc4,0.866800731,0.016,0.011,1
Serinc5,0.031741123,0.304,0.321,1
Serp1,-0.119813036,0.064,0.073,1
Serp2,0.045391923,0.329,0.353,1
Serpina10,0.20067558,0.017,0.016,1
Serpina11,0,0,0,1
Serpina12,0.569875338,0.01,0.008,1
Serpina16,0,0,0,1
Serpina1a,0,0,0,1
Serpina1b,-0.615501078,0.004,0.004,1
Serpina1c,0,0,0,1
Serpina1d,0,0,0,1
Serpina1e,0,0,0,1
Serpina1f,0,0,0,1
Serpina3a,0,0,0,1
Serpina3b,0,0,0,1
Serpina3c,0,0,0,1
Serpina3f,0,0,0,1
Serpina3g,-0.003138951,0.011,0.01,1
Serpina3i,1.911939806,0.002,0,1
Serpina3j,0,0,0,1
Serpina3k,0,0,0,1
Serpina3m,-0.378117679,0.001,0.002,1
Serpina3n,0.279464878,0.015,0.014,1
Serpina5,0,0,0,1
Serpina6,-1.969507066,0,0.001,1
Serpina7,0,0,0,1
Serpina9,0.316527153,0.007,0.006,1
Serpinb10,0,0,0,1
Serpinb11,1.599742726,0.001,0,1
Serpinb12,0,0,0,1
Serpinb13,-1.580373186,0,0.001,1
Serpinb1a,0.92157927,0.003,0.002,1
Serpinb1b,0.549020653,0.005,0.003,1
Serpinb1c,-1.457047433,0.004,0.007,1
Serpinb2,-0.066611659,0.001,0.001,1
Serpinb3a,0,0,0,1
Serpinb3b,-0.033390764,0.007,0.009,1
Serpinb3c,0,0,0,1
Serpinb3d,0,0,0,1
Serpinb5,-0.746438524,0.005,0.009,1
Serpinb6a,0.018610766,0.432,0.448,1
Serpinb6b,0,0,0,1
Serpinb6c,0.159994727,0.006,0.006,1
Serpinb6d,0,0,0,1
Serpinb6e,1.044252562,0.002,0.001,1
Serpinb7,0.976597665,0.005,0.004,1
Serpinb8,-0.64239147,0.052,0.085,4.96E-11
Serpinb9,-0.441442603,0.004,0.003,1
Serpinb9b,0,0,0,1
Serpinb9c,0,0,0,1
Serpinb9d,0,0,0,1
Serpinb9e,0,0,0,1
Serpinb9f,0,0,0,1
Serpinb9g,0,0,0,1
Serpinb9h,0,0,0,1
Serpinc1,-0.098901741,0.146,0.155,1
Serpind1,0.782598585,0.099,0.063,3.83E-12
Serpine1,0.710854046,0.006,0.005,1
Serpine2,-0.013603046,0.434,0.45,1
Serpine3,-0.049884658,0.151,0.166,1
Serpinf1,-0.307039585,0.02,0.023,1
Serpinf2,-0.905687777,0.001,0.003,1
Serping1,0.007861308,0.009,0.008,1
Serpinh1,0,0,0,1
Serpini1,0.083437371,0.695,0.685,1
Serpini2,1.27232068,0.001,0,1
Sertad1,-0.433249073,0.021,0.028,1
Sertad2,-0.025599625,0.715,0.724,1
Sertad3,-0.030351324,0.024,0.03,1
Sertad4,0.014929743,0.059,0.063,1
Sertm1,-0.285424709,0.053,0.066,1
Sesn1,0.071301563,0.69,0.698,1
Sesn2,0.024802825,0.038,0.038,1
Sesn3,0.026186385,0.581,0.6,1
Sestd1,0.043429726,0.56,0.572,1
Set,-0.166979782,0.202,0.232,0.871260064
Setbp1,0.049105893,0.869,0.877,1
Setd1a,-0.15701991,0.349,0.381,1
Setd1b,0.042817462,0.22,0.227,1
Setd2,0.069990202,0.642,0.649,1
Setd3,0.023526157,0.553,0.574,1
Setd4,-0.198108145,0.5,0.561,4.67E-10
Setd5,-0.013914159,0.883,0.887,1
Setd6,-0.385592274,0.043,0.054,1
Setd7,0.36211614,0.565,0.517,3.91E-18
Setdb1,0.066856277,0.568,0.57,1
Setdb2,-0.027791919,0.116,0.143,0.352249658
Setmar,-0.011539421,0.041,0.046,1
Setx,0.016117267,0.665,0.679,1
Sez6,-0.134183371,0.436,0.48,1
Sez6l,0.28017278,0.741,0.702,2.41E-23
Sez6l2,0.069918281,0.518,0.518,1
Sf1,-0.174765588,0.42,0.474,0.000309664
Sf3a1,-0.076961093,0.207,0.237,1
Sf3a2,-0.627353957,0.054,0.086,2.33E-09
Sf3a3,-0.031454086,0.213,0.235,1
Sf3b1,0.028810335,0.765,0.764,1
Sf3b2,0.145978386,0.509,0.494,1
Sf3b3,0.058659341,0.629,0.639,1
Sf3b4,-0.347426701,0.055,0.07,1
Sf3b5,-0.423938506,0.068,0.091,0.005950203
Sf3b6,0.145019623,0.397,0.395,1
Sfi1,-0.130856472,0.316,0.355,0.379322077
Sfmbt1,0.225486034,0.517,0.493,0.0000255
Sfmbt2,0.028637892,0.276,0.294,1
Sfn,-1.269949119,0.003,0.004,1
Sfpq,0.189189647,0.651,0.624,1.21E-08
Sfr1,0.130630133,0.13,0.137,1
Sfrp1,-0.005301658,0.011,0.014,1
Sfrp2,-0.251455455,0.009,0.01,1
Sfrp4,0.519003741,0.046,0.03,0.005637161
Sfrp5,0,0,0,1
Sfswap,0.072060574,0.586,0.601,1
Sft2d1,-0.210683441,0.294,0.347,0.0000283
Sft2d2,0.108274151,0.005,0.005,1
Sft2d3,-0.186029576,0.178,0.214,0.016145612
Sfta2,-1.184307935,0.01,0.019,0.089307115
Sfta3-ps,0.233879324,0.001,0,1
Sftpa1,0,0,0,1
Sftpb,0.334856998,0.01,0.008,1
Sftpc,-0.024321492,0.002,0.002,1
Sftpd,0,0,0,1
Sfxn1,0.126786562,0.293,0.291,1
Sfxn2,0.234492182,0.196,0.188,1
Sfxn3,-0.150860793,0.279,0.31,1
Sfxn4,-0.092812837,0.208,0.232,1
Sfxn5,0.064525865,0.645,0.646,1
Sgca,0.40728496,0.001,0.001,1
Sgcb,-0.029665476,0.23,0.246,1
Sgcd,-0.236226291,0.603,0.664,4.98E-11
Sgce,0.044722744,0.398,0.404,1
Sgcg,0.466132897,0.016,0.014,1
Sgcz,0.036256376,0.973,0.981,1
Sgf29,-0.264229629,0.152,0.189,0.000197774
Sgip1,0.080417911,0.98,0.975,3.53E-09
Sgk1,0.041602077,0.644,0.653,1
Sgk2,0.200256087,0.011,0.011,1
Sgk3,-0.07096131,0.397,0.428,1
Sgms1,0.060292014,0.798,0.795,1
Sgms2,0.267917796,0.118,0.113,1
Sgo1,-2.396653333,0,0.001,1
